Date,Counts
5/03/2017,46
20/09/2017,46
26/07/2013,46
8/03/2016,46
20/02/2016,46
17/02/2016,46
5/11/2015,46
22/10/2014,46
26/02/2018,46
19/05/2014,46
3/03/2014,46
11/10/2014,46
11/05/2016,46
22/12/2016,46
9/03/2017,46
14/11/2015,46
22/06/2015,46
5/03/2015,46
3/09/2013,46
8/02/2017,46
18/02/2014,46
20/03/2014,46
25/08/2016,46
22/05/2017,46
30/05/2016,46
27/12/2016,46
5/08/2016,46
29/08/2015,46
24/10/2014,45
7/02/2017,45
29/11/2016,45
25/10/2018,45
9/05/2015,45
28/09/2016,45
9/11/2015,45
16/12/2016,45
20/03/2017,45
20/06/2017,45
12/09/2014,45
17/01/2014,45
21/07/2016,45
21/05/2014,45
17/07/2018,45
22/05/2014,45
25/05/2015,45
30/03/2015,45
11/11/2016,45
19/03/2014,45
10/03/2017,45
6/07/2013,45
18/10/2017,45
14/02/2015,45
3/07/2014,45
26/10/2014,45
17/07/2016,45
12/11/2013,45
24/04/2016,45
3/08/2016,45
24/08/2018,45
21/07/2017,45
13/01/2017,45
5/06/2014,45
2/03/2018,45
15/02/2016,45
30/04/2015,45
16/10/2015,45
4/06/2014,45
7/07/2016,45
27/08/2015,45
13/11/2014,45
25/11/2016,45
25/02/2016,45
7/02/2016,45
15/10/2015,45
14/03/2015,45
6/08/2015,45
8/11/2016,45
1/12/2017,45
20/07/2015,45
8/09/2016,45
23/11/2016,45
7/06/2016,45
31/03/2015,45
26/11/2014,45
15/02/2015,45
21/04/2015,45
12/09/2016,45
27/11/2014,44
28/02/2017,44
18/10/2014,44
6/03/2014,44
19/02/2017,44
19/12/2017,44
29/11/2017,44
27/11/2013,44
1/02/2016,44
11/09/2013,44
9/10/2013,44
3/02/2017,44
17/05/2018,44
12/11/2014,44
17/06/2015,44
29/01/2014,44
3/06/2015,44
30/03/2014,44
7/01/2015,44
5/04/2014,44
15/05/2014,44
10/04/2016,44
23/03/2015,44
6/09/2013,44
14/11/2014,44
4/12/2016,44
25/02/2015,44
5/12/2015,44
15/02/2014,44
13/12/2014,44
28/01/2015,44
20/10/2013,44
3/05/2015,44
23/12/2014,44
25/04/2015,44
26/08/2016,44
1/09/2016,44
4/05/2016,44
21/06/2016,44
18/11/2013,44
21/05/2016,44
18/11/2014,44
4/03/2017,44
6/01/2016,44
23/02/2018,44
25/10/2015,44
19/07/2016,44
27/03/2017,44
19/10/2016,44
18/05/2014,44
11/10/2013,44
20/12/2017,44
7/04/2015,44
23/11/2014,44
23/06/2014,44
2/12/2015,43
7/11/2014,43
26/11/2015,43
25/11/2014,43
1/07/2015,43
23/08/2014,43
16/12/2015,43
21/06/2014,43
14/12/2017,43
17/04/2014,43
23/11/2013,43
11/06/2015,43
9/04/2016,43
26/12/2015,43
20/05/2017,43
9/07/2014,43
5/10/2013,43
20/04/2018,43
1/09/2015,43
28/07/2014,43
23/02/2014,43
6/11/2014,43
6/01/2015,43
7/02/2014,43
11/01/2017,43
4/04/2016,43
26/05/2016,43
25/07/2014,43
31/08/2016,43
11/02/2014,43
17/06/2017,43
31/10/2013,43
17/10/2014,43
13/02/2015,43
6/10/2015,43
8/05/2018,43
10/08/2016,43
28/11/2014,43
7/12/2014,43
30/09/2015,43
26/11/2016,43
17/03/2017,43
31/03/2014,43
19/11/2016,43
14/11/2013,43
12/02/2014,43
1/12/2015,43
5/11/2013,43
17/11/2013,43
7/03/2018,43
4/12/2014,43
21/06/2018,43
16/02/2015,43
2/12/2017,43
4/09/2014,43
8/07/2015,43
24/03/2015,43
1/08/2014,43
15/12/2016,43
4/07/2015,43
23/05/2016,43
4/11/2015,43
9/05/2016,43
27/08/2016,43
28/05/2016,43
13/11/2015,43
20/02/2015,43
27/11/2017,42
23/05/2014,42
25/10/2016,42
30/07/2015,42
17/05/2015,42
28/02/2016,42
16/03/2016,42
20/01/2018,42
21/05/2015,42
12/03/2016,42
13/07/2013,42
30/09/2013,42
31/10/2015,42
26/09/2016,42
12/10/2015,42
3/05/2016,42
21/11/2015,42
1/05/2014,42
17/03/2015,42
5/10/2014,42
7/09/2016,42
22/04/2016,42
27/03/2015,42
28/08/2014,42
6/07/2016,42
15/11/2015,42
2/03/2014,42
3/08/2013,42
24/12/2015,42
10/12/2014,42
24/03/2017,42
2/03/2015,42
23/03/2018,42
16/02/2017,42
9/08/2018,42
26/02/2014,42
12/10/2017,42
20/09/2014,42
20/10/2016,42
10/10/2016,42
25/11/2017,42
30/04/2018,42
27/02/2016,42
25/08/2014,42
23/09/2016,42
10/03/2015,42
28/07/2015,42
25/04/2016,42
22/06/2016,42
29/03/2015,42
22/12/2014,42
1/11/2015,42
17/02/2017,42
3/05/2018,42
24/04/2014,42
3/11/2013,42
7/05/2015,42
25/07/2016,42
24/03/2018,42
13/07/2015,42
20/02/2017,42
2/04/2015,42
22/03/2014,42
18/09/2013,42
25/11/2015,42
7/07/2015,42
26/11/2013,42
30/11/2013,42
5/07/2016,41
10/05/2017,41
29/10/2018,41
7/06/2017,41
23/12/2015,41
19/01/2016,41
21/02/2015,41
15/03/2014,41
20/03/2016,41
28/02/2015,41
22/02/2016,41
15/12/2013,41
15/01/2017,41
12/12/2018,41
1/04/2016,41
18/04/2017,41
2/12/2013,41
23/01/2015,41
16/02/2018,41
10/05/2016,41
24/09/2013,41
3/11/2014,41
17/10/2015,41
28/03/2017,41
11/01/2014,41
18/03/2017,41
24/10/2016,41
13/11/2016,41
23/09/2014,41
13/03/2015,41
26/03/2015,41
24/04/2018,41
8/07/2013,41
2/05/2017,41
27/10/2017,41
17/04/2016,41
26/09/2018,41
1/07/2013,41
21/02/2016,41
22/10/2013,41
8/03/2017,41
2/08/2014,41
28/02/2014,41
6/02/2016,41
3/03/2018,41
28/08/2013,41
15/03/2016,41
10/12/2016,41
11/12/2017,41
16/06/2016,41
25/06/2018,41
3/04/2016,41
16/08/2018,41
2/10/2013,41
19/12/2016,41
18/07/2013,41
21/11/2018,41
20/08/2013,41
5/10/2016,41
19/09/2016,41
25/01/2017,41
9/09/2015,41
24/01/2015,41
2/02/2018,40
17/02/2014,40
15/08/2016,40
13/11/2013,40
13/03/2017,40
31/08/2013,40
2/08/2013,40
7/07/2017,40
7/04/2014,40
15/10/2014,40
21/08/2016,40
19/07/2014,40
9/11/2013,40
28/02/2018,40
31/07/2017,40
1/10/2014,40
14/04/2014,40
22/05/2015,40
21/12/2015,40
17/10/2016,40
9/07/2013,40
24/06/2016,40
25/10/2017,40
8/12/2016,40
12/08/2015,40
22/10/2016,40
30/11/2014,40
10/07/2015,40
15/08/2013,40
12/05/2014,40
29/03/2018,40
25/03/2014,40
6/06/2015,40
19/10/2014,40
8/02/2015,40
14/02/2016,40
25/03/2016,40
7/08/2014,40
6/12/2013,40
26/10/2015,40
18/03/2015,40
22/03/2015,40
16/08/2013,40
7/05/2014,40
18/03/2014,40
26/10/2017,40
5/11/2016,40
26/05/2014,40
9/11/2017,40
6/12/2015,40
10/11/2016,40
29/10/2013,40
6/11/2015,40
17/07/2014,40
19/11/2015,40
13/06/2016,40
17/11/2018,40
19/01/2015,40
6/12/2016,40
20/07/2016,40
14/02/2017,40
4/02/2014,40
15/12/2017,40
28/11/2017,40
21/06/2017,40
16/08/2016,40
19/02/2015,40
14/02/2018,40
20/09/2015,40
20/11/2015,40
22/08/2016,40
23/10/2014,40
7/12/2013,40
2/12/2016,40
19/08/2016,40
15/05/2016,40
13/12/2016,40
3/04/2017,40
20/07/2013,40
13/02/2017,40
26/10/2018,40
1/04/2015,40
19/12/2014,40
26/08/2014,40
25/09/2015,40
9/11/2014,40
19/04/2015,39
27/10/2014,39
28/08/2015,39
6/02/2014,39
20/07/2018,39
27/09/2014,39
8/08/2014,39
22/08/2014,39
5/08/2014,39
1/04/2017,39
22/03/2018,39
17/02/2015,39
5/06/2015,39
5/04/2018,39
14/07/2017,39
18/08/2016,39
22/11/2013,39
23/11/2015,39
17/10/2017,39
26/03/2016,39
3/02/2014,39
29/05/2017,39
9/05/2018,39
31/10/2018,39
23/08/2013,39
25/02/2017,39
3/12/2016,39
17/03/2016,39
22/11/2014,39
27/07/2014,39
17/08/2015,39
24/12/2013,39
19/06/2014,39
2/10/2014,39
12/11/2018,39
21/05/2018,39
20/11/2017,39
21/10/2017,39
13/09/2015,39
21/10/2016,39
10/10/2017,39
24/07/2016,39
22/01/2017,39
10/08/2014,39
24/03/2014,39
20/01/2015,39
12/10/2014,39
5/03/2016,39
13/06/2015,39
26/05/2017,39
27/08/2013,39
17/03/2014,39
23/04/2014,39
1/11/2013,39
2/07/2015,39
8/04/2017,39
1/06/2015,39
12/10/2016,39
30/06/2014,39
22/01/2014,39
11/02/2017,39
9/03/2016,39
19/04/2014,39
22/02/2017,39
22/02/2014,39
8/12/2014,39
5/02/2017,39
13/05/2015,39
14/04/2016,39
8/12/2013,39
8/02/2014,39
19/06/2018,39
10/07/2014,39
30/07/2013,39
7/10/2014,39
1/10/2013,39
16/05/2014,39
26/05/2015,39
6/04/2018,39
8/09/2015,39
27/04/2018,39
18/06/2014,39
15/11/2014,39
11/12/2014,39
24/08/2014,39
2/09/2013,38
14/07/2016,38
18/07/2014,38
18/10/2013,38
31/07/2014,38
9/10/2018,38
12/04/2014,38
7/08/2015,38
14/09/2015,38
3/10/2013,38
30/11/2017,38
19/05/2016,38
8/02/2016,38
6/06/2016,38
7/07/2018,38
7/12/2018,38
15/03/2017,38
1/03/2015,38
1/11/2014,38
3/10/2017,38
5/10/2015,38
7/08/2017,38
12/12/2016,38
15/05/2015,38
2/05/2015,38
27/02/2014,38
5/10/2018,38
3/10/2016,38
2/10/2016,38
30/10/2017,38
4/01/2017,38
5/05/2014,38
25/01/2014,38
10/12/2013,38
26/04/2017,38
15/09/2014,38
28/04/2016,38
5/09/2015,38
10/06/2016,38
3/07/2013,38
23/09/2015,38
21/08/2015,38
24/06/2015,38
8/06/2018,38
4/05/2014,38
15/09/2015,38
29/11/2015,38
10/10/2018,38
20/10/2017,38
30/05/2015,38
15/02/2018,38
31/03/2016,38
3/02/2015,38
23/04/2018,38
27/05/2016,38
9/06/2016,38
29/02/2016,38
2/12/2014,38
19/10/2015,38
1/12/2014,38
27/05/2015,38
14/09/2014,38
14/08/2016,38
1/06/2014,38
21/08/2013,38
11/04/2016,38
18/11/2018,38
24/04/2017,38
1/07/2017,38
15/02/2017,38
3/05/2017,38
24/07/2014,38
7/10/2016,38
11/11/2013,38
14/12/2016,38
12/08/2016,38
17/01/2015,38
13/04/2017,38
12/09/2015,38
5/01/2016,38
25/07/2017,38
30/01/2015,38
12/07/2014,38
16/10/2017,38
26/09/2015,38
23/10/2015,38
17/10/2013,38
16/11/2014,38
28/11/2015,38
22/01/2018,38
16/08/2014,38
13/10/2018,38
2/09/2014,38
13/03/2016,38
15/10/2017,38
12/05/2016,38
11/10/2015,38
5/05/2018,38
14/10/2013,38
29/03/2016,38
8/12/2017,38
19/04/2018,38
14/08/2018,38
20/05/2016,38
16/07/2015,38
15/11/2016,37
4/09/2015,37
21/06/2015,37
27/10/2015,37
18/07/2016,37
9/11/2016,37
5/03/2018,37
2/07/2013,37
10/06/2014,37
8/08/2018,37
10/12/2018,37
10/05/2014,37
11/12/2018,37
29/07/2013,37
9/02/2015,37
19/03/2018,37
4/02/2018,37
25/09/2013,37
27/09/2017,37
8/10/2014,37
23/07/2016,37
2/07/2014,37
1/02/2015,37
4/04/2014,37
22/10/2018,37
19/07/2018,37
19/01/2014,37
22/04/2014,37
22/06/2014,37
30/10/2016,37
13/01/2018,37
29/08/2013,37
17/12/2017,37
19/11/2014,37
12/06/2014,37
24/05/2014,37
25/07/2018,37
9/09/2014,37
18/08/2014,37
12/09/2013,37
20/04/2015,37
18/09/2016,37
4/10/2015,37
9/06/2014,37
12/08/2014,37
7/06/2014,37
29/08/2018,37
23/03/2017,37
29/12/2015,37
14/01/2016,37
5/06/2018,37
15/01/2015,37
13/11/2017,37
28/11/2016,37
10/08/2015,37
16/12/2014,37
17/12/2016,37
18/04/2018,37
13/01/2016,37
29/05/2015,37
1/09/2014,37
25/04/2014,37
27/12/2014,37
8/10/2015,37
3/03/2017,37
31/05/2014,37
19/01/2017,37
16/01/2014,37
11/03/2014,37
7/11/2016,37
29/03/2017,37
13/08/2014,37
8/06/2016,37
30/03/2018,37
3/07/2015,37
27/05/2014,37
23/01/2016,37
12/03/2015,37
21/02/2014,37
16/10/2014,37
21/10/2015,37
26/06/2014,37
15/07/2016,37
10/02/2016,37
18/07/2015,37
20/06/2015,37
19/07/2015,37
5/12/2014,37
18/11/2015,37
21/12/2013,37
19/12/2015,37
4/07/2014,37
27/01/2017,37
23/10/2017,37
29/09/2016,37
3/02/2016,37
1/09/2017,37
18/08/2015,37
4/05/2018,37
13/04/2016,37
25/06/2016,37
30/01/2016,37
29/11/2014,37
12/11/2016,37
29/06/2014,37
4/04/2017,37
31/05/2017,37
6/08/2016,37
29/11/2013,37
7/02/2015,37
7/09/2013,37
16/03/2015,37
24/10/2015,36
21/02/2018,36
2/04/2016,36
4/04/2015,36
26/12/2016,36
17/11/2014,36
8/03/2015,36
1/05/2016,36
1/09/2013,36
6/09/2018,36
25/10/2013,36
4/09/2013,36
24/08/2013,36
14/09/2013,36
29/08/2014,36
20/06/2014,36
30/11/2018,36
3/04/2014,36
31/01/2014,36
17/08/2013,36
3/11/2016,36
11/12/2013,36
25/07/2013,36
6/02/2017,36
22/04/2015,36
23/08/2016,36
8/07/2016,36
17/01/2017,36
22/03/2017,36
27/07/2017,36
24/11/2014,36
11/04/2018,36
17/01/2016,36
14/05/2018,36
31/03/2017,36
17/09/2013,36
4/11/2014,36
10/01/2015,36
4/10/2016,36
19/11/2013,36
29/06/2017,36
8/11/2015,36
25/05/2014,36
1/06/2016,36
5/04/2016,36
11/04/2014,36
9/08/2016,36
16/08/2015,36
31/10/2016,36
22/08/2015,36
6/09/2014,36
5/07/2017,36
28/01/2017,36
29/10/2014,36
16/05/2018,36
2/08/2017,36
12/08/2013,36
2/10/2015,36
29/01/2015,36
16/10/2018,36
1/01/2016,36
7/12/2017,36
15/01/2016,36
1/12/2013,36
17/12/2013,36
9/06/2017,36
13/02/2016,36
1/04/2014,36
31/05/2018,36
23/05/2015,36
1/12/2016,36
12/07/2016,36
10/09/2014,36
30/03/2017,36
10/09/2015,36
28/01/2014,36
29/12/2017,36
11/10/2016,36
22/11/2017,36
4/02/2017,36
14/12/2018,36
8/06/2017,36
11/08/2018,36
10/04/2015,36
30/12/2015,36
12/07/2018,36
29/10/2016,36
2/06/2014,36
27/04/2016,36
24/05/2015,36
8/05/2016,36
28/11/2018,36
3/09/2014,36
23/12/2017,36
3/08/2017,36
4/04/2018,36
3/10/2015,36
13/10/2013,36
30/10/2014,36
13/06/2018,36
17/01/2018,35
9/12/2014,35
9/08/2014,35
31/07/2018,35
10/04/2018,35
16/11/2013,35
12/11/2015,35
27/03/2018,35
6/12/2017,35
27/01/2014,35
6/06/2017,35
19/11/2017,35
3/12/2014,35
27/01/2015,35
6/04/2014,35
10/01/2014,35
6/07/2017,35
13/04/2014,35
27/09/2018,35
1/06/2017,35
24/05/2017,35
15/12/2018,35
24/05/2018,35
20/03/2018,35
16/03/2014,35
9/03/2018,35
2/11/2016,35
7/03/2017,35
16/06/2017,35
12/01/2014,35
13/09/2014,35
24/02/2017,35
16/05/2017,35
31/10/2017,35
16/12/2013,35
24/10/2013,35
30/12/2013,35
2/02/2017,35
24/09/2016,35
5/08/2017,35
23/09/2013,35
6/06/2018,35
9/05/2014,35
27/07/2018,35
4/01/2014,35
29/08/2016,35
16/06/2014,35
20/02/2018,35
22/08/2013,35
1/05/2017,35
26/03/2017,35
6/08/2013,35
23/10/2013,35
2/01/2014,35
1/06/2018,35
10/10/2014,35
16/11/2018,35
18/04/2016,35
4/08/2016,35
6/10/2016,35
9/12/2017,35
19/01/2018,35
30/03/2016,35
20/12/2016,35
2/08/2016,35
13/03/2018,35
14/09/2017,35
20/04/2017,35
24/07/2017,35
6/07/2018,35
24/06/2014,35
13/08/2015,35
28/05/2014,35
10/03/2018,35
12/03/2014,35
16/01/2016,35
6/04/2017,35
23/04/2015,35
21/09/2013,35
12/05/2017,35
15/10/2016,35
14/12/2014,35
16/04/2016,35
5/12/2016,35
3/07/2017,35
31/08/2017,35
2/01/2015,35
11/01/2018,35
19/02/2018,35
2/08/2015,35
12/06/2018,35
5/07/2014,35
30/08/2013,35
25/08/2013,35
9/03/2014,35
30/05/2018,35
25/08/2017,34
6/07/2015,34
11/05/2015,34
5/11/2014,34
9/04/2018,34
18/10/2016,34
30/08/2015,34
15/06/2015,34
28/04/2018,34
27/07/2015,34
21/11/2013,34
3/11/2017,34
20/01/2017,34
25/01/2015,34
7/02/2018,34
1/08/2018,34
13/08/2017,34
10/08/2018,34
28/01/2016,34
14/09/2016,34
2/08/2018,34
16/03/2018,34
10/05/2018,34
2/11/2015,34
7/11/2013,34
13/08/2016,34
25/04/2017,34
10/08/2017,34
7/05/2017,34
19/08/2015,34
11/07/2017,34
11/06/2016,34
17/07/2013,34
28/10/2013,34
1/07/2018,34
21/01/2015,34
22/09/2015,34
21/02/2017,34
2/11/2018,34
16/01/2015,34
8/08/2015,34
12/02/2018,34
20/08/2015,34
6/12/2018,34
14/03/2018,34
6/09/2015,34
13/02/2018,34
14/08/2014,34
7/10/2015,34
26/03/2018,34
15/08/2015,34
6/08/2014,34
8/02/2018,34
6/10/2018,34
10/06/2015,34
18/07/2017,34
28/08/2017,34
9/09/2017,34
28/04/2014,34
31/07/2013,34
31/08/2014,34
7/11/2015,34
10/04/2017,34
19/02/2016,34
30/12/2016,34
22/05/2018,34
5/06/2016,34
21/12/2016,34
5/09/2016,34
4/11/2017,34
3/06/2017,34
18/08/2017,34
14/07/2015,34
10/09/2013,34
31/05/2015,34
26/04/2018,34
15/05/2017,34
2/05/2016,34
15/11/2013,34
4/11/2016,34
21/09/2014,34
8/07/2014,34
15/07/2013,34
18/12/2013,34
12/04/2015,34
22/07/2013,34
22/02/2018,34
11/09/2014,34
2/10/2018,34
20/11/2018,34
3/12/2015,34
3/01/2016,34
9/10/2017,33
3/06/2014,33
27/04/2015,33
17/11/2017,33
30/08/2017,33
13/09/2018,33
14/11/2018,33
7/05/2018,33
1/09/2018,33
14/10/2017,33
4/07/2016,33
22/05/2016,33
8/11/2014,33
26/02/2017,33
16/04/2014,33
18/02/2015,33
16/12/2017,33
7/03/2016,33
31/01/2017,33
17/05/2016,33
18/09/2015,33
13/04/2015,33
24/07/2018,33
1/10/2018,33
11/11/2015,33
28/09/2015,33
2/07/2016,33
1/11/2017,33
20/12/2015,33
4/03/2014,33
27/03/2016,33
9/01/2014,33
23/03/2016,33
12/12/2013,33
23/09/2017,33
24/01/2016,33
11/05/2014,33
11/01/2015,33
9/07/2016,33
26/07/2017,33
5/12/2018,33
21/11/2017,33
31/08/2018,33
22/07/2015,33
4/10/2017,33
9/02/2017,33
25/05/2018,33
22/11/2015,33
4/06/2018,33
28/12/2014,33
27/05/2017,33
25/09/2014,33
8/05/2017,33
11/07/2013,33
10/07/2018,33
16/08/2017,33
3/01/2017,33
26/08/2015,33
30/08/2018,33
24/03/2016,33
10/10/2015,33
23/02/2015,33
19/09/2015,33
5/06/2017,33
4/05/2015,33
24/11/2016,33
28/12/2015,33
3/01/2018,33
29/12/2014,33
14/03/2016,33
13/07/2018,33
5/09/2018,33
29/06/2016,33
21/01/2016,33
7/09/2014,33
28/09/2017,33
22/09/2017,33
30/05/2017,33
9/01/2016,33
21/08/2014,33
18/05/2018,33
30/04/2016,33
27/06/2016,33
14/01/2014,33
27/09/2013,33
6/11/2016,32
20/06/2016,32
15/09/2016,32
22/11/2018,32
23/11/2018,32
20/09/2016,32
22/04/2018,32
4/09/2016,32
26/08/2017,32
15/10/2013,32
29/05/2014,32
17/09/2017,32
12/04/2017,32
6/04/2015,32
18/11/2016,32
18/01/2015,32
30/07/2018,32
1/01/2014,32
20/09/2018,32
23/07/2013,32
2/11/2014,32
1/08/2015,32
26/06/2018,32
5/05/2015,32
28/08/2018,32
11/08/2014,32
12/09/2017,32
19/09/2013,32
11/07/2015,32
17/02/2018,32
28/07/2016,32
2/04/2018,32
11/05/2018,32
24/05/2016,32
29/12/2016,32
28/07/2017,32
26/01/2016,32
26/11/2018,32
25/11/2013,32
23/01/2018,32
27/12/2015,32
15/03/2018,32
21/05/2017,32
1/02/2018,32
14/01/2015,32
17/06/2014,32
12/11/2017,32
4/07/2013,32
29/09/2015,32
7/10/2018,32
14/01/2017,32
7/11/2018,32
30/01/2017,32
8/02/2019,32
12/02/2017,32
21/08/2018,32
10/11/2017,32
11/08/2017,32
4/12/2017,32
8/11/2017,32
24/07/2013,32
13/08/2013,32
15/08/2017,32
27/07/2013,32
13/01/2014,32
5/08/2015,32
11/01/2019,32
18/01/2017,32
1/12/2018,32
7/08/2018,31
2/10/2017,31
16/09/2015,31
27/10/2018,31
23/03/2014,31
28/09/2013,31
8/08/2016,31
5/10/2017,31
15/06/2017,31
11/06/2017,31
25/08/2018,31
31/03/2018,31
14/06/2014,31
9/11/2018,31
30/09/2014,31
6/12/2014,31
16/02/2014,31
9/01/2017,31
18/02/2017,31
19/09/2018,31
15/04/2018,31
8/01/2016,31
5/07/2013,31
23/12/2013,31
16/09/2014,31
15/07/2015,31
24/01/2018,31
10/08/2013,31
21/12/2018,31
4/09/2017,31
9/02/2014,31
24/12/2016,31
30/01/2018,31
22/04/2017,31
25/01/2016,31
14/07/2018,31
23/05/2018,31
3/09/2016,31
9/01/2018,31
14/08/2013,31
31/12/2015,31
11/08/2015,31
3/05/2014,31
25/02/2014,31
12/12/2017,31
29/07/2014,31
30/06/2018,31
12/10/2018,31
14/06/2016,31
20/12/2018,31
9/08/2017,31
1/03/2018,31
27/10/2016,31
12/12/2015,31
23/08/2017,31
22/09/2013,31
19/05/2017,31
6/09/2016,31
2/02/2014,31
11/11/2017,31
7/12/2016,31
23/01/2017,31
17/09/2016,31
26/07/2018,31
28/06/2017,31
26/04/2014,31
2/09/2016,31
1/05/2018,31
2/01/2016,31
19/10/2018,31
8/08/2017,31
19/12/2018,31
14/08/2015,31
24/11/2013,31
27/08/2018,31
26/01/2017,31
26/01/2018,31
16/09/2018,31
28/01/2018,31
2/02/2019,31
21/03/2018,31
25/03/2018,31
4/02/2015,31
11/03/2018,30
25/09/2017,30
13/05/2017,30
14/06/2015,30
21/04/2014,30
25/08/2015,30
20/07/2014,30
19/10/2017,30
10/12/2017,30
24/08/2017,30
2/02/2015,30
4/01/2015,30
16/07/2018,30
28/06/2016,30
22/06/2018,30
5/12/2017,30
29/09/2014,30
5/04/2017,30
10/09/2016,30
3/08/2014,30
16/07/2013,30
30/10/2013,30
10/01/2016,30
27/09/2015,30
31/01/2015,30
6/08/2017,30
13/06/2017,30
26/09/2014,30
12/03/2017,30
3/01/2015,30
8/06/2014,30
6/10/2014,30
6/10/2017,30
11/08/2016,30
19/03/2016,30
10/01/2017,30
