Date,Counts
8/04/2015,30
26/12/2014,30
2/09/2015,30
26/09/2013,30
24/02/2015,30
4/01/2018,30
15/09/2018,30
8/01/2017,30
6/02/2018,30
24/06/2017,30
18/12/2016,30
20/01/2014,30
30/06/2016,30
17/08/2018,30
2/06/2017,30
14/02/2019,30
27/04/2014,30
28/10/2015,30
24/01/2017,30
14/04/2018,30
21/09/2016,30
21/09/2018,30
3/02/2018,30
1/02/2019,30
2/07/2017,30
4/08/2017,30
22/02/2015,30
20/08/2014,30
12/06/2016,30
4/01/2016,30
14/04/2017,30
15/05/2018,30
26/01/2015,30
17/09/2018,30
7/01/2016,30
23/12/2016,30
27/07/2016,30
22/12/2017,30
7/10/2017,30
14/09/2018,30
15/04/2017,30
5/01/2018,30
3/09/2015,30
26/12/2013,30
4/06/2017,30
2/09/2018,30
12/01/2017,29
29/01/2018,29
10/07/2016,29
27/01/2018,29
21/12/2014,29
4/08/2014,29
9/07/2015,29
15/01/2014,29
12/05/2015,29
10/06/2017,29
19/09/2014,29
18/02/2018,29
4/07/2018,29
20/08/2017,29
13/01/2019,29
28/07/2018,29
31/12/2014,29
12/07/2017,29
26/05/2018,29
19/06/2017,29
26/04/2016,29
19/04/2017,29
16/10/2016,29
29/12/2013,29
15/11/2018,29
21/08/2017,29
11/03/2017,29
20/11/2013,29
22/08/2017,29
26/09/2017,29
28/04/2015,29
10/11/2013,29
29/01/2017,29
17/08/2017,29
31/08/2015,29
27/04/2017,29
11/09/2018,29
25/02/2019,29
5/03/2014,29
26/10/2013,29
23/08/2015,29
13/04/2018,29
28/06/2018,29
16/01/2018,29
26/06/2016,29
27/10/2013,29
11/10/2017,29
10/05/2015,29
25/01/2018,29
3/09/2018,29
28/06/2014,29
10/09/2017,29
24/02/2018,29
6/05/2017,29
8/01/2014,29
19/07/2017,29
30/06/2017,29
17/09/2014,29
11/09/2016,29
28/01/2019,29
12/01/2016,29
9/06/2015,29
14/06/2017,29
22/12/2018,29
11/10/2018,29
16/06/2018,29
28/09/2014,29
22/12/2013,29
6/07/2014,29
3/10/2014,29
2/07/2018,29
18/01/2018,29
21/09/2017,29
26/07/2015,29
9/08/2013,28
20/04/2014,28
23/10/2018,28
7/06/2015,28
19/03/2017,28
12/02/2019,28
27/06/2018,28
23/06/2015,28
18/12/2017,28
6/02/2019,28
1/02/2017,28
1/08/2017,28
21/10/2013,28
5/01/2015,28
4/10/2018,28
30/09/2016,28
11/11/2018,28
1/10/2017,28
27/09/2016,28
4/09/2018,28
17/05/2017,28
23/01/2019,28
22/10/2017,28
5/02/2018,28
24/12/2014,28
21/07/2013,28
17/03/2018,28
20/10/2018,28
18/05/2017,28
23/12/2018,28
21/02/2019,28
23/10/2016,28
11/01/2016,28
8/08/2013,28
18/06/2016,28
29/05/2018,28
13/12/2017,28
19/08/2014,28
14/01/2018,28
14/11/2017,28
26/06/2017,28
27/06/2017,28
28/05/2017,28
4/07/2017,28
2/11/2017,28
15/08/2018,28
28/12/2013,28
6/01/2017,28
18/01/2014,28
28/12/2017,28
14/08/2017,28
7/01/2014,28
26/07/2016,28
31/07/2016,28
5/07/2018,28
30/10/2018,28
30/08/2016,28
18/07/2018,28
24/12/2017,28
15/06/2014,28
21/01/2014,28
14/10/2018,27
18/01/2016,27
5/04/2015,27
23/08/2018,27
9/12/2016,27
30/01/2019,27
8/09/2013,27
12/08/2017,27
13/09/2013,27
4/08/2015,27
12/07/2013,27
19/09/2017,27
4/11/2018,27
10/02/2018,27
30/07/2014,27
28/10/2018,27
10/09/2018,27
8/04/2018,27
29/06/2018,27
1/07/2016,27
30/11/2016,27
21/07/2014,27
7/08/2016,27
18/10/2015,27
13/12/2018,27
4/11/2013,27
29/06/2015,27
3/08/2015,27
22/02/2019,27
18/09/2018,27
24/02/2014,27
13/10/2014,27
29/10/2017,27
16/01/2019,27
17/04/2017,27
3/04/2018,27
1/11/2016,27
31/01/2016,27
4/12/2018,27
2/06/2015,27
27/06/2015,27
27/12/2017,27
10/01/2018,27
16/11/2015,27
11/05/2017,27
28/08/2016,27
7/04/2018,27
8/09/2017,27
5/07/2015,27
24/10/2018,26
16/06/2015,26
1/01/2015,26
28/12/2016,26
18/10/2018,26
5/11/2017,26
12/08/2018,26
24/06/2018,26
24/12/2018,26
11/09/2017,26
25/11/2018,26
15/04/2014,26
9/07/2018,26
26/01/2019,26
4/01/2019,26
17/01/2019,26
17/09/2015,26
15/09/2013,26
25/12/2016,26
13/02/2014,26
8/09/2014,26
20/07/2017,26
9/06/2018,26
3/07/2016,26
25/12/2013,26
10/11/2015,26
7/01/2019,26
9/10/2016,26
7/11/2017,26
18/09/2017,26
15/01/2019,26
13/08/2018,26
10/06/2018,26
2/04/2017,26
9/02/2018,26
17/05/2014,26
11/02/2018,26
25/03/2017,26
29/04/2017,26
12/04/2018,26
29/08/2017,26
12/07/2015,26
26/08/2013,26
6/11/2018,26
12/06/2017,26
11/06/2018,26
7/09/2017,26
25/09/2018,26
18/04/2014,25
3/12/2018,25
18/08/2013,25
3/11/2018,25
4/08/2013,25
18/01/2019,25
7/09/2015,25
5/09/2017,25
26/12/2017,25
6/11/2017,25
10/03/2014,25
18/06/2018,25
13/07/2014,25
5/01/2014,25
2/05/2018,25
22/09/2018,25
6/01/2018,25
21/09/2015,25
5/01/2019,25
19/08/2017,25
23/04/2017,25
17/12/2018,25
15/07/2014,25
9/05/2017,25
23/05/2017,25
27/05/2018,25
24/09/2015,25
8/09/2018,25
8/07/2018,25
9/08/2015,25
27/02/2019,25
21/10/2018,25
7/02/2019,25
10/11/2018,25
15/07/2018,25
25/09/2016,25
19/05/2018,25
25/12/2017,25
21/01/2019,24
19/11/2018,24
6/05/2018,24
22/07/2018,24
12/01/2019,24
16/09/2017,24
11/07/2018,24
29/11/2018,24
27/11/2016,24
3/06/2018,24
28/06/2015,24
31/12/2016,24
18/08/2018,24
10/01/2019,24
27/12/2018,24
8/06/2015,24
15/01/2018,24
30/06/2015,24
7/06/2018,24
30/07/2017,24
21/12/2017,24
17/10/2018,24
15/09/2017,24
14/06/2018,24
29/07/2017,24
20/06/2018,24
23/07/2014,24
14/07/2014,24
1/03/2019,24
2/01/2018,24
5/11/2018,24
1/11/2018,24
18/12/2018,24
18/02/2019,24
25/06/2015,24
26/10/2016,23
24/10/2017,23
5/08/2013,23
1/07/2014,23
22/09/2016,23
12/09/2018,23
7/07/2014,23
6/09/2017,23
15/06/2018,23
7/10/2013,23
19/01/2019,23
9/02/2019,23
16/07/2017,23
7/09/2018,23
25/06/2017,23
20/08/2016,23
30/04/2017,23
12/05/2018,23
30/09/2018,23
25/12/2015,23
3/11/2015,23
26/02/2019,23
14/10/2014,23
29/07/2018,23
28/04/2017,23
6/08/2018,23
2/12/2018,23
21/04/2018,23
22/08/2018,23
21/01/2018,23
13/07/2017,23
11/08/2013,23
9/03/2015,23
8/10/2018,23
24/11/2018,22
16/04/2017,22
25/02/2018,22
20/08/2018,22
20/02/2019,22
3/09/2017,22
31/12/2013,22
17/06/2018,22
3/01/2014,22
25/05/2017,22
20/01/2019,22
27/11/2018,22
24/08/2015,22
3/08/2018,22
8/10/2017,22
16/01/2017,22
13/02/2019,22
15/07/2017,22
4/08/2018,22
22/07/2017,22
31/01/2019,22
9/09/2013,22
11/07/2016,22
2/01/2019,22
13/10/2017,22
9/07/2017,22
17/08/2014,22
2/06/2018,22
17/07/2017,22
17/04/2018,22
8/01/2018,22
2/09/2017,22
14/01/2019,21
29/09/2017,21
5/01/2017,21
29/05/2016,21
23/07/2017,21
7/07/2013,21
6/10/2013,21
19/08/2018,21
10/02/2019,21
30/12/2017,21
22/06/2017,21
7/03/2019,21
15/02/2019,21
28/10/2017,21
4/03/2018,21
21/01/2017,21
13/09/2017,21
6/01/2019,21
28/05/2018,21
30/12/2014,21
22/01/2019,21
31/01/2018,21
16/12/2018,21
26/04/2015,21
21/07/2018,20
3/07/2018,20
8/12/2018,20
26/08/2018,20
23/07/2018,20
12/03/2018,20
23/02/2019,20
25/07/2015,20
14/11/2016,20
31/12/2018,20
31/12/2017,20
25/01/2019,20
6/01/2014,20
8/11/2018,20
28/07/2013,20
19/06/2016,20
22/09/2014,20
30/12/2018,20
7/01/2018,20
16/09/2016,20
18/06/2017,20
9/01/2019,19
10/07/2017,19
16/02/2019,19
1/10/2016,19
13/09/2016,19
3/12/2017,19
19/02/2019,19
24/09/2017,19
23/06/2018,19
14/05/2017,19
9/12/2018,19
24/01/2019,19
1/01/2017,19
13/11/2018,19
24/09/2018,19
11/02/2019,19
29/04/2018,19
27/08/2017,18
28/02/2019,18
5/02/2019,18
30/09/2017,18
28/03/2016,18
4/03/2019,18
5/08/2018,18
8/07/2017,18
27/12/2013,18
14/03/2019,18
13/05/2018,18
2/01/2017,18
9/09/2018,18
29/12/2018,17
16/04/2018,17
1/01/2019,17
4/02/2019,17
1/04/2018,17
20/05/2018,17
18/03/2018,17
25/04/2018,17
7/01/2017,16
28/09/2018,16
26/11/2017,16
29/01/2019,16
2/03/2019,16
25/12/2018,16
24/02/2019,16
6/03/2019,16
14/07/2013,15
3/03/2019,15
8/01/2019,15
15/10/2018,15
25/12/2014,15
27/01/2019,14
17/02/2019,14
1/01/2018,14
29/09/2018,14
3/10/2018,13
3/02/2019,13
3/01/2019,13
12/03/2019,12
5/03/2019,12
26/12/2018,12
13/03/2019,11
8/03/2019,11
9/03/2019,11
28/12/2018,11
11/03/2019,11
23/09/2018,11
10/03/2019,9
16/03/2019,4
17/03/2019,4
15/03/2019,3
18/03/2019,2
20/03/2019,1
21/03/2019,1
19/03/2019,1
