ACCIDENT_TIME,DAY_OF_WEEK,LGA_NAME,Time,Region
8:35:00,Thursday,WODONGA,8,Country
8:55:00,Thursday,MAROONDAH,8,Metro
18:20:00,Wednesday,KNOX,18,Metro
8:00:00,Thursday,BOROONDARA,8,Metro
10:40:00,Thursday,BRIMBANK,10,Metro
11:40:00,Thursday,BOROONDARA,11,Metro
14:30:00,Thursday,CENTRAL GOLDFIELDS,14,Country
14:05:00,Thursday,MOONEE VALLEY,14,Metro
14:20:00,Thursday,KINGSTON,14,Metro
8:39:00,Thursday,WYNDHAM,8,Metro
9:50:00,Tuesday,MONASH,9,Metro
17:30:00,Saturday,GANNAWARRA,17,Country
18:00:00,Monday,YARRA RANGES,18,Metro
16:15:00,Tuesday,CENTRAL GOLDFIELDS,16,Country
14:50:00,Tuesday,YARRA RANGES,14,Metro
23:40:00,Saturday,HUME,23,Metro
17:15:00,Tuesday,HORSHAM,17,Country
18:00:00,Tuesday,HUME,18,Metro
17:05:00,Tuesday,MOIRA,17,Country
18:02:00,Tuesday,CASEY,18,Metro
16:20:00,Tuesday,TOWONG,16,Country
17:00:00,Tuesday,WHITEHORSE,17,Metro
17:30:00,Saturday,KINGSTON,17,Metro
17:30:00,Saturday,SURF COAST,17,Country
10:55:00,Sunday,WHITEHORSE,10,Metro
12:05:00,Sunday,BRIMBANK,12,Metro
10:45:00,Sunday,WYNDHAM,10,Metro
10:26:00,Sunday,MANNINGHAM,10,Metro
23:00:00,Friday,BALLARAT,23,Country
13:16:00,Sunday,GREATER GEELONG,13,Country
20:40:00,Saturday,WHITTLESEA,20,Metro
12:50:00,Saturday,WYNDHAM,12,Metro
11:55:00,Sunday,GREATER GEELONG,11,Country
22:00:00,Friday,MOUNT ALEXANDER,22,Country
11:40:00,Sunday,ALPINE,11,Country
13:10:00,Sunday,STRATHBOGIE,13,Country
18:15:00,Friday,BALLARAT,18,Country
16:30:00,Friday,CASEY,16,Metro
9:45:00,Friday,MELBOURNE,9,Metro
16:00:00,Friday,BOROONDARA,16,Metro
18:40:00,Thursday,MANNINGHAM,18,Metro
18:52:00,Friday,BRIMBANK,18,Metro
17:40:00,Friday,LATROBE,17,Country
16:00:00,Tuesday,HOBSONS BAY,16,Metro
19:20:00,Friday,MAROONDAH,19,Metro
20:20:00,Friday,WYNDHAM,20,Metro
15:30:00,Thursday,CAMPASPE,15,Country
17:00:00,Friday,PORT PHILLIP,17,Metro
21:10:00,Friday,LATROBE,21,Country
14:50:00,Thursday,KINGSTON,14,Metro
14:55:00,Thursday,YARRIAMBIACK,14,Country
10:03:00,Thursday,WYNDHAM,10,Metro
17:20:00,Wednesday,MORNINGTON PENINSULA,17,Metro
11:30:00,Friday,MORELAND,11,Metro
16:50:00,Thursday,BOROONDARA,16,Metro
16:00:00,Thursday,BRIMBANK,16,Metro
14:30:00,Thursday,BRIMBANK,14,Metro
15:55:00,Thursday,YARRIAMBIACK,15,Country
18:15:00,Thursday,NILLUMBIK,18,Metro
17:53:00,Thursday,YARRA,17,Metro
0:15:00,Thursday,MARIBYRNONG,0,Metro
6:55:00,Thursday,CASEY,6,Metro
18:00:00,Monday,KNOX,18,Metro
19:51:00,Tuesday,MILDURA,19,Country
15:15:00,Tuesday,MELTON,15,Metro
17:22:00,Tuesday,WELLINGTON,17,Country
18:33:00,Tuesday,PORT PHILLIP,18,Metro
22:00:00,Tuesday,HUME,22,Metro
21:05:00,Tuesday,HUME,21,Metro
18:00:00,Monday,MARIBYRNONG,18,Metro
14:00:00,Wednesday,GREATER DANDENONG,14,Metro
17:45:00,Tuesday,GREATER DANDENONG,17,Metro
6:50:00,Wednesday,WELLINGTON,6,Country
6:46:00,Wednesday,KNOX,6,Metro
8:45:00,Wednesday,MORNINGTON PENINSULA,8,Metro
11:05:00,Sunday,WELLINGTON,11,Country
13:00:00,Sunday,MORELAND,13,Metro
0:14:00,Sunday,SOUTHERN GRAMPIANS,0,Country
14:30:00,Sunday,GREATER DANDENONG,14,Metro
14:30:00,Saturday,COLAC OTWAY,14,Country
16:00:00,Sunday,YARRA RANGES,16,Metro
15:30:00,Sunday,BANYULE,15,Metro
15:00:00,Sunday,WELLINGTON,15,Country
15:42:00,Tuesday,BOROONDARA,15,Metro
14:59:00,Sunday,BASS COAST,14,Metro
19:06:00,Sunday,WHITEHORSE,19,Metro
6:25:00,Sunday,GREATER SHEPPARTON,6,Country
17:30:00,Sunday,HUME,17,Metro
21:17:00,Friday,MILDURA,21,Country
9:55:00,Friday,GREATER GEELONG,9,Country
7:00:00,Saturday,BOROONDARA,7,Metro
11:45:00,Friday,EAST GIPPSLAND,11,Country
8:00:00,Friday,MOONEE VALLEY,8,Metro
6:45:00,Saturday,GREATER GEELONG,6,Country
19:00:00,Saturday,GLEN EIRA,19,Metro
9:20:00,Saturday,WANGARATTA,9,Country
8:30:00,Saturday,WYNDHAM,8,Metro
10:20:00,Saturday,BASS COAST,10,Country
10:40:00,Saturday,MARIBYRNONG,10,Metro
12:10:00,Saturday,MONASH,12,Metro
12:45:00,Saturday,PORT PHILLIP,12,Metro
8:30:00,Friday,MELBOURNE,8,Metro
10:00:00,Friday,PORT PHILLIP,10,Metro
8:35:00,Friday,HORSHAM,8,Country
13:12:00,Sunday,MILDURA,13,Country
14:30:00,Saturday,GREATER BENDIGO,14,Country
9:00:00,Thursday,MELBOURNE,9,Metro
9:50:00,Thursday,ALPINE,9,Country
7:15:00,Thursday,WYNDHAM,7,Metro
15:45:00,Sunday,MOONEE VALLEY,15,Metro
13:25:00,Friday,BRIMBANK,13,Metro
14:20:00,Friday,DAREBIN,14,Metro
15:30:00,Friday,BANYULE,15,Metro
15:25:00,Friday,FRANKSTON,15,Metro
14:00:00,Friday,KINGSTON,14,Metro
8:57:00,Wednesday,MOONEE VALLEY,8,Metro
7:50:00,Wednesday,GLEN EIRA,7,Metro
9:21:00,Wednesday,LATROBE,9,Country
11:00:00,Wednesday,CAMPASPE,11,Country
10:58:00,Wednesday,BRIMBANK,10,Metro
10:40:00,Wednesday,DAREBIN,10,Metro
22:30:00,Monday,BASS COAST,22,Country
11:29:00,Wednesday,MONASH,11,Metro
21:30:00,Saturday,MELBOURNE,21,Metro
16:30:00,Tuesday,MONASH,16,Metro
18:30:00,Sunday,MORELAND,18,Metro
9:15:00,Wednesday,CASEY,9,Metro
13:30:00,Wednesday,MOORABOOL,13,Country
23:36:00,Sunday,FRANKSTON,23,Metro
18:10:00,Thursday,FRANKSTON,18,Metro
17:25:00,Wednesday,YARRA,17,Metro
16:00:00,Sunday,MONASH,16,Metro
9:30:00,Thursday,MANNINGHAM,9,Metro
8:05:00,Monday,MONASH,8,Metro
8:05:00,Monday,MONASH,8,Metro
8:42:00,Monday,CASEY,8,Metro
7:30:00,Monday,KNOX,7,Metro
10:00:00,Sunday,MANSFIELD,10,Country
14:10:00,Saturday,MANNINGHAM,14,Metro
11:30:00,Sunday,STRATHBOGIE,11,Country
12:50:00,Monday,WELLINGTON,12,Country
11:41:00,Saturday,GREATER GEELONG,11,Country
12:09:00,Saturday,MONASH,12,Metro
17:15:00,Monday,BANYULE,17,Metro
11:50:00,Saturday,GREATER GEELONG,11,Country
13:09:00,Saturday,LATROBE,13,Country
11:55:00,Saturday,BRIMBANK,11,Metro
17:00:00,Thursday,MELTON,17,Metro
13:20:00,Friday,MELTON,13,Metro
10:20:00,Saturday,MELTON,10,Metro
14:40:00,Saturday,HUME,14,Metro
12:45:00,Saturday,WHITEHORSE,12,Metro
14:38:00,Saturday,KINGSTON,14,Metro
14:45:00,Saturday,MONASH,14,Metro
13:30:00,Friday,COLAC OTWAY,13,Country
21:12:00,Thursday,KNOX,21,Metro
16:50:00,Friday,NILLUMBIK,16,Metro
11:10:00,Friday,MELTON,11,Metro
5:20:00,Thursday,GREATER DANDENONG,5,Metro
16:15:00,Friday,WHITEHORSE,16,Metro
17:20:00,Friday,GREATER DANDENONG,17,Metro
15:40:00,Friday,HORSHAM,15,Country
17:30:00,Wednesday,MITCHELL,17,Country
16:15:00,Friday,GREATER BENDIGO,16,Country
17:40:00,Friday,BAYSIDE,17,Metro
17:00:00,Friday,ARARAT,17,Country
18:20:00,Friday,BENALLA,18,Country
13:29:00,Wednesday,MACEDON RANGES,13,Country
13:25:00,Tuesday,NORTHERN GRAMPIANS,13,Country
22:15:00,Sunday,HUME,22,Metro
13:00:00,Saturday,MOORABOOL,13,Country
13:00:00,Saturday,HUME,13,Metro
15:32:00,Tuesday,HUME,15,Metro
15:45:00,Wednesday,CASEY,15,Metro
14:55:00,Wednesday,GLEN EIRA,14,Metro
8:00:00,Wednesday,SWAN HILL,8,Country
16:40:00,Wednesday,COLAC OTWAY,16,Country
17:30:00,Wednesday,MILDURA,17,Country
17:50:00,Wednesday,GREATER BENDIGO,17,Country
10:16:00,Monday,YARRA RANGES,10,Metro
16:45:00,Friday,BAYSIDE,16,Metro
9:37:00,Monday,MORNINGTON PENINSULA,9,Metro
11:05:00,Monday,WARRNAMBOOL,11,Country
11:00:00,Monday,WYNDHAM,11,Metro
2:50:00,Saturday,MELTON,2,Metro
15:30:00,Monday,GREATER BENDIGO,15,Country
16:05:00,Monday,FRANKSTON,16,Metro
16:15:00,Monday,GREATER BENDIGO,16,Country
7:20:00,Monday,GREATER DANDENONG,7,Metro
16:35:00,Monday,MOONEE VALLEY,16,Metro
11:00:00,Tuesday,YARRA,11,Metro
13:00:00,Sunday,WELLINGTON,13,Country
9:15:00,Saturday,BOROONDARA,9,Metro
16:55:00,Saturday,WHITEHORSE,16,Metro
16:53:00,Saturday,MOORABOOL,16,Country
17:45:00,Friday,CARDINIA,17,Metro
15:47:00,Saturday,GLEN EIRA,15,Metro
11:45:00,Saturday,SOUTH GIPPSLAND,11,Country
16:25:00,Saturday,MOYNE,16,Country
18:35:00,Saturday,WHITEHORSE,18,Metro
13:45:00,Saturday,BAYSIDE,13,Metro
18:00:00,Saturday,CASEY,18,Metro
17:24:00,Saturday,CASEY,17,Metro
16:08:00,Saturday,CASEY,16,Metro
20:30:00,Saturday,HUME,20,Metro
15:35:00,Friday,BAW BAW,15,Country
13:45:00,Tuesday,BAYSIDE,13,Metro
18:33:00,Friday,MELBOURNE,18,Metro
12:30:00,Tuesday,MAROONDAH,12,Metro
17:00:00,Friday,GREATER SHEPPARTON,17,Country
19:10:00,Friday,GREATER SHEPPARTON,19,Country
0:37:00,Monday,WHITTLESEA,0,Metro
22:48:00,Friday,GREATER GEELONG,22,Country
1:05:00,Saturday,CAMPASPE,1,Country
1:30:00,Saturday,YARRA RANGES,1,Metro
1:00:00,Saturday,MORELAND,1,Metro
7:04:00,Saturday,GREATER GEELONG,7,Country
8:20:00,Saturday,WANGARATTA,8,Country
15:22:00,Tuesday,MELBOURNE,15,Metro
18:51:00,Wednesday,DAREBIN,18,Metro
15:32:00,Wednesday,MORELAND,15,Metro
18:10:00,Wednesday,CASEY,18,Metro
19:50:00,Sunday,STONNINGTON,19,Metro
18:00:00,Wednesday,GLENELG,18,Country
18:55:00,Wednesday,YARRA RANGES,18,Metro
16:10:00,Wednesday,WHITTLESEA,16,Metro
18:45:00,Wednesday,MELBOURNE,18,Metro
21:30:00,Wednesday,BANYULE,21,Metro
20:15:00,Wednesday,CASEY,20,Metro
21:51:00,Wednesday,NILLUMBIK,21,Metro
22:05:00,Wednesday,MORELAND,22,Metro
16:40:00,Monday,KINGSTON,16,Metro
18:20:00,Monday,MELBOURNE,18,Metro
17:30:00,Monday,WHITEHORSE,17,Metro
19:35:00,Monday,DAREBIN,19,Metro
8:50:00,Wednesday,GREATER GEELONG,8,Country
18:15:00,Monday,BAW BAW,18,Metro
18:50:00,Monday,GREATER SHEPPARTON,18,Country
16:00:00,Monday,MELBOURNE,16,Metro
16:54:00,Monday,MOONEE VALLEY,16,Metro
23:05:00,Monday,FRANKSTON,23,Metro
0:20:00,Tuesday,HUME,0,Metro
18:49:00,Monday,FRANKSTON,18,Metro
6:30:00,Tuesday,MELTON,6,Metro
4:00:00,Sunday,KINGSTON,4,Metro
6:00:00,Sunday,MORELAND,6,Metro
2:14:00,Sunday,WARRNAMBOOL,2,Country
13:12:00,Saturday,WHITTLESEA,13,Metro
7:30:00,Sunday,BRIMBANK,7,Metro
9:00:00,Sunday,PORT PHILLIP,9,Metro
9:00:00,Sunday,BAW BAW,9,Country
19:34:00,Saturday,BRIMBANK,19,Metro
12:30:00,Sunday,STONNINGTON,12,Metro
13:00:00,Sunday,HOBSONS BAY,13,Metro
15:30:00,Saturday,WODONGA,15,Country
13:15:00,Sunday,GREATER GEELONG,13,Country
8:15:00,Friday,MELBOURNE,8,Metro
16:45:00,Thursday,EAST GIPPSLAND,16,Country
11:30:00,Friday,NILLUMBIK,11,Metro
11:06:00,Thursday,HUME,11,Metro
17:00:00,Thursday,GREATER GEELONG,17,Country
17:00:00,Monday,YARRA,17,Metro
11:03:00,Friday,MORELAND,11,Metro
15:40:00,Sunday,MORNINGTON PENINSULA,15,Metro
13:05:00,Friday,KNOX,13,Metro
13:10:00,Friday,INDIGO,13,Country
14:10:00,Friday,PORT PHILLIP,14,Metro
8:00:00,Friday,MURRINDINDI,8,Country
18:00:00,Friday,CAMPASPE,18,Country
1:30:00,Tuesday,WHITTLESEA,1,Metro
7:15:00,Thursday,EAST GIPPSLAND,7,Country
7:10:00,Thursday,WHITEHORSE,7,Metro
8:35:00,Thursday,MELBOURNE,8,Metro
12:42:00,Saturday,BASS COAST,12,Country
8:05:00,Thursday,BALLARAT,8,Country
12:30:00,Friday,MORELAND,12,Metro
10:50:00,Thursday,MAROONDAH,10,Metro
10:40:00,Tuesday,BALLARAT,10,Country
10:40:00,Thursday,MOUNT ALEXANDER,10,Country
17:30:00,Wednesday,GREATER DANDENONG,17,Metro
8:30:00,Thursday,GREATER DANDENONG,8,Metro
9:00:00,Thursday,WHITTLESEA,9,Metro
21:45:00,Monday,SOUTH GIPPSLAND,21,Country
14:50:00,Tuesday,SOUTH GIPPSLAND,14,Country
8:24:00,Tuesday,BOROONDARA,8,Metro
16:00:00,Tuesday,MILDURA,16,Country
10:00:00,Tuesday,CARDINIA,10,Metro
10:45:00,Tuesday,MAROONDAH,10,Metro
1:55:00,Monday,ALPINE,1,Country
10:10:00,Tuesday,WHITTLESEA,10,Metro
15:45:00,Monday,CASEY,15,Metro
14:00:00,Sunday,MORNINGTON PENINSULA,14,Metro
9:20:00,Tuesday,MANNINGHAM,9,Metro
10:15:00,Tuesday,WHITTLESEA,10,Metro
11:15:00,Saturday,HUME,11,Metro
9:00:00,Monday,PORT PHILLIP,9,Metro
6:30:00,Sunday,GANNAWARRA,6,Country
21:40:00,Friday,BRIMBANK,21,Metro
11:40:00,Sunday,YARRA RANGES,11,Metro
13:20:00,Sunday,FRANKSTON,13,Metro
16:30:00,Sunday,HUME,16,Metro
15:00:00,Sunday,STONNINGTON,15,Metro
10:00:00,Monday,GREATER GEELONG,10,Country
10:25:00,Sunday,STONNINGTON,10,Metro
17:18:00,Sunday,GREATER GEELONG,17,Country
14:30:00,Sunday,MURRINDINDI,14,Country
17:30:00,Sunday,MONASH,17,Metro
19:12:00,Sunday,MELBOURNE,19,Metro
11:53:00,Friday,MELTON,11,Metro
14:04:00,Friday,PORT PHILLIP,14,Metro
14:30:00,Friday,MELBOURNE,14,Metro
14:34:00,Friday,GREATER GEELONG,14,Country
18:00:00,Thursday,GREATER GEELONG,18,Country
12:30:00,Friday,BRIMBANK,12,Metro
16:10:00,Friday,STONNINGTON,16,Metro
15:20:00,Thursday,LATROBE,15,Country
17:10:00,Friday,MELBOURNE,17,Metro
11:20:00,Friday,STONNINGTON,11,Metro
14:00:00,Friday,GREATER DANDENONG,14,Metro
21:10:00,Friday,KNOX,21,Metro
19:50:00,Friday,KINGSTON,19,Metro
17:50:00,Wednesday,PORT PHILLIP,17,Metro
11:10:00,Wednesday,MONASH,11,Metro
13:45:00,Wednesday,BALLARAT,13,Country
7:55:00,Thursday,MELTON,7,Metro
12:02:00,Thursday,CASEY,12,Metro
12:09:00,Thursday,GREATER GEELONG,12,Country
9:40:00,Thursday,BANYULE,9,Metro
13:00:00,Tuesday,GREATER BENDIGO,13,Country
11:45:00,Thursday,CASEY,11,Metro
8:00:00,Wednesday,KINGSTON,8,Metro
13:50:00,Thursday,WODONGA,13,Country
11:00:00,Thursday,GREATER DANDENONG,11,Metro
10:00:00,Wednesday,CASEY,10,Metro
21:06:00,Saturday,KINGSTON,21,Metro
13:55:00,Tuesday,WANGARATTA,13,Country
8:00:00,Monday,MELBOURNE,8,Metro
15:01:00,Tuesday,MONASH,15,Metro
14:20:00,Friday,GREATER DANDENONG,14,Metro
15:05:00,Tuesday,MORNINGTON PENINSULA,15,Metro
18:00:00,Tuesday,FRANKSTON,18,Metro
17:40:00,Tuesday,MOONEE VALLEY,17,Metro
16:50:00,Tuesday,WYNDHAM,16,Metro
15:33:00,Monday,DAREBIN,15,Metro
17:14:00,Tuesday,BAYSIDE,17,Metro
16:10:00,Tuesday,EAST GIPPSLAND,16,Country
15:50:00,Monday,MAROONDAH,15,Metro
20:00:00,Sunday,LATROBE,20,Country
16:30:00,Sunday,YARRA,16,Metro
21:08:00,Sunday,MELBOURNE,21,Metro
20:40:00,Sunday,MANNINGHAM,20,Metro
22:30:00,Sunday,GREATER DANDENONG,22,Metro
3:15:00,Monday,GREATER GEELONG,3,Country
18:00:00,Sunday,KNOX,18,Metro
21:30:00,Sunday,SOUTHERN GRAMPIANS,21,Country
19:00:00,Sunday,MELBOURNE,19,Metro
21:50:00,Sunday,GREATER DANDENONG,21,Metro
17:05:00,Saturday,MOONEE VALLEY,17,Metro
7:30:00,Monday,PORT PHILLIP,7,Metro
9:00:00,Thursday,DAREBIN,9,Metro
17:50:00,Friday,BULOKE,17,Country
21:14:00,Friday,PYRENEES,21,Country
18:05:00,Friday,GREATER DANDENONG,18,Metro
22:30:00,Friday,GREATER SHEPPARTON,22,Country
5:30:00,Friday,KINGSTON,5,Metro
0:10:00,Saturday,MELBOURNE,0,Metro
2:45:00,Saturday,WYNDHAM,2,Metro
15:13:00,Friday,GREATER DANDENONG,15,Metro
11:55:00,Friday,STONNINGTON,11,Metro
8:15:00,Wednesday,MOONEE VALLEY,8,Metro
6:55:00,Saturday,MARIBYRNONG,6,Metro
8:25:00,Saturday,BOROONDARA,8,Metro
16:57:00,Wednesday,GREATER DANDENONG,16,Metro
9:25:00,Thursday,MELBOURNE,9,Metro
12:15:00,Thursday,KNOX,12,Metro
10:15:00,Thursday,BRIMBANK,10,Metro
15:30:00,Thursday,GREATER DANDENONG,15,Metro
11:10:00,Thursday,HOBSONS BAY,11,Metro
13:30:00,Tuesday,MELBOURNE,13,Metro
15:45:00,Thursday,BOROONDARA,15,Metro
15:35:00,Thursday,MOUNT ALEXANDER,15,Country
15:52:00,Thursday,MITCHELL,15,Country
15:45:00,Thursday,GREATER GEELONG,15,Country
6:20:00,Thursday,SOUTH GIPPSLAND,6,Country
18:15:00,Thursday,YARRA RANGES,18,Metro
13:10:00,Saturday,GLEN EIRA,13,Metro
7:30:00,Tuesday,WELLINGTON,7,Country
14:30:00,Sunday,WELLINGTON,14,Country
16:40:00,Monday,YARRA RANGES,16,Metro
16:06:00,Tuesday,BRIMBANK,16,Metro
13:00:00,Saturday,MAROONDAH,13,Metro
13:30:00,Friday,MELBOURNE,13,Metro
21:00:00,Tuesday,MILDURA,21,Country
6:30:00,Wednesday,BALLARAT,6,Country
6:15:00,Wednesday,KINGSTON,6,Metro
20:45:00,Tuesday,WELLINGTON,20,Country
8:40:00,Wednesday,BAYSIDE,8,Metro
9:01:00,Wednesday,MELBOURNE,9,Metro
8:24:00,Wednesday,BRIMBANK,8,Metro
13:30:00,Saturday,MOIRA,13,Country
9:30:00,Monday,GREATER DANDENONG,9,Metro
10:00:00,Wednesday,MELBOURNE,10,Metro
12:25:00,Monday,MELBOURNE,12,Metro
14:30:00,Saturday,CARDINIA,14,Metro
21:30:00,Sunday,MORELAND,21,Metro
12:37:00,Monday,BOROONDARA,12,Metro
14:45:00,Sunday,MARIBYRNONG,14,Metro
13:50:00,Monday,LATROBE,13,Country
18:13:00,Monday,GLEN EIRA,18,Metro
14:50:00,Monday,BALLARAT,14,Country
16:04:00,Monday,KINGSTON,16,Metro
17:55:00,Monday,BALLARAT,17,Country
14:30:00,Friday,MONASH,14,Metro
14:30:00,Wednesday,GREATER GEELONG,14,Country
14:45:00,Friday,MELTON,14,Metro
23:00:00,Friday,MOORABOOL,23,Country
12:00:00,Saturday,GREATER DANDENONG,12,Metro
7:30:00,Wednesday,YARRA,7,Metro
12:20:00,Saturday,GREATER BENDIGO,12,Country
13:15:00,Saturday,BALLARAT,13,Country
12:51:00,Friday,MELBOURNE,12,Metro
8:55:00,Saturday,MOUNT ALEXANDER,8,Country
16:40:00,Friday,SWAN HILL,16,Country
11:52:00,Saturday,HUME,11,Metro
11:30:00,Saturday,MOIRA,11,Country
13:10:00,Saturday,MORELAND,13,Metro
14:00:00,Thursday,GREATER GEELONG,14,Country
17:40:00,Thursday,KINGSTON,17,Metro
17:00:00,Thursday,MELBOURNE,17,Metro
20:40:00,Thursday,MELBOURNE,20,Metro
15:37:00,Thursday,BRIMBANK,15,Metro
22:50:00,Thursday,HUME,22,Metro
22:27:00,Thursday,GREATER SHEPPARTON,22,Country
6:20:00,Friday,CASEY,6,Metro
15:20:00,Thursday,WHITEHORSE,15,Metro
6:25:00,Friday,HUME,6,Metro
19:10:00,Monday,SOUTHERN GRAMPIANS,19,Country
7:30:00,Friday,WHITTLESEA,7,Metro
9:30:00,Wednesday,GLEN EIRA,9,Metro
20:20:00,Sunday,BALLARAT,20,Country
8:40:00,Wednesday,MELBOURNE,8,Metro
11:05:00,Wednesday,FRANKSTON,11,Metro
9:00:00,Wednesday,MELBOURNE,9,Metro
8:25:00,Wednesday,HEPBURN,8,Country
7:35:00,Wednesday,MONASH,7,Metro
8:20:00,Wednesday,MELBOURNE,8,Metro
17:30:00,Tuesday,GREATER SHEPPARTON,17,Country
9:15:00,Wednesday,YARRA,9,Metro
11:50:00,Wednesday,YARRA RANGES,11,Metro
16:00:00,Tuesday,STONNINGTON,16,Metro
11:40:00,Wednesday,GREATER GEELONG,11,Country
12:45:00,Saturday,MOUNT ALEXANDER,12,Country
19:30:00,Saturday,WHITTLESEA,19,Metro
16:00:00,Friday,BOROONDARA,16,Metro
11:00:00,Sunday,SURF COAST,11,Country
15:15:00,Monday,YARRA,15,Metro
16:20:00,Monday,GREATER DANDENONG,16,Metro
18:30:00,Sunday,HUME,18,Metro
14:30:00,Monday,MOORABOOL,14,Country
17:03:00,Monday,BRIMBANK,17,Metro
12:17:00,Monday,EAST GIPPSLAND,12,Country
14:25:00,Monday,EAST GIPPSLAND,14,Country
15:08:00,Monday,KNOX,15,Metro
10:30:00,Sunday,BENALLA,10,Country
8:30:00,Tuesday,STONNINGTON,8,Metro
13:00:00,Saturday,WELLINGTON,13,Country
21:55:00,Friday,MANNINGHAM,21,Metro
9:00:00,Saturday,BAYSIDE,9,Metro
14:58:00,Saturday,YARRA,14,Metro
15:30:00,Saturday,PORT PHILLIP,15,Metro
14:50:00,Saturday,GREATER BENDIGO,14,Country
18:00:00,Thursday,KNOX,18,Metro
15:10:00,Wednesday,SOUTH GIPPSLAND,15,Country
14:00:00,Saturday,MOYNE,14,Country
13:30:00,Wednesday,EAST GIPPSLAND,13,Country
17:50:00,Saturday,GREATER DANDENONG,17,Metro
19:00:00,Saturday,MELTON,19,Metro
17:00:00,Saturday,MORELAND,17,Metro
7:05:00,Friday,KINGSTON,7,Metro
8:30:00,Friday,GREATER DANDENONG,8,Metro
19:00:00,Sunday,WHITEHORSE,19,Metro
14:00:00,Thursday,BOROONDARA,14,Metro
15:00:00,Tuesday,GLEN EIRA,15,Metro
10:07:00,Friday,BAYSIDE,10,Metro
9:15:00,Friday,YARRA,9,Metro
11:29:00,Friday,MORELAND,11,Metro
8:10:00,Friday,MOONEE VALLEY,8,Metro
12:00:00,Tuesday,YARRA RANGES,12,Metro
10:25:00,Friday,PORT PHILLIP,10,Metro
19:05:00,Sunday,LATROBE,19,Country
15:00:00,Wednesday,WELLINGTON,15,Country
13:30:00,Saturday,DAREBIN,13,Metro
12:15:00,Wednesday,SURF COAST,12,Country
12:15:00,Wednesday,MONASH,12,Metro
17:00:00,Monday,BRIMBANK,17,Metro
13:58:00,Wednesday,COLAC OTWAY,13,Country
14:00:00,Wednesday,WHITEHORSE,14,Metro
8:40:00,Tuesday,MOIRA,8,Country
14:06:00,Wednesday,HUME,14,Metro
13:25:00,Wednesday,SURF COAST,13,Country
18:20:00,Monday,KNOX,18,Metro
14:34:00,Wednesday,GREATER GEELONG,14,Country
13:30:00,Wednesday,BAYSIDE,13,Metro
15:50:00,Wednesday,GREATER BENDIGO,15,Country
1:30:00,Sunday,WYNDHAM,1,Metro
22:15:00,Monday,GREATER GEELONG,22,Country
9:05:00,Tuesday,MORELAND,9,Metro
17:45:00,Thursday,MARIBYRNONG,17,Metro
8:00:00,Monday,GLEN EIRA,8,Metro
12:30:00,Tuesday,MARIBYRNONG,12,Metro
13:00:00,Saturday,WYNDHAM,13,Metro
13:14:00,Tuesday,YARRA,13,Metro
8:40:00,Tuesday,WHITTLESEA,8,Metro
8:45:00,Monday,BALLARAT,8,Country
12:00:00,Sunday,CASEY,12,Metro
7:15:00,Tuesday,CASEY,7,Metro
13:19:00,Tuesday,MELBOURNE,13,Metro
18:00:00,Saturday,PORT PHILLIP,18,Metro
20:35:00,Saturday,KINGSTON,20,Metro
15:45:00,Saturday,MOUNT ALEXANDER,15,Country
22:05:00,Saturday,MANNINGHAM,22,Metro
22:00:00,Saturday,GREATER DANDENONG,22,Metro
19:00:00,Saturday,WHITEHORSE,19,Metro
23:45:00,Saturday,MILDURA,23,Country
6:00:00,Sunday,WYNDHAM,6,Metro
8:10:00,Friday,BALLARAT,8,Country
5:10:00,Friday,MAROONDAH,5,Metro
9:30:00,Sunday,HOBSONS BAY,9,Metro
17:00:00,Friday,MILDURA,17,Country
11:40:00,Sunday,DAREBIN,11,Metro
12:20:00,Friday,BAW BAW,12,Country
15:00:00,Thursday,DAREBIN,15,Metro
16:30:00,Monday,CASEY,16,Metro
22:50:00,Tuesday,GREATER GEELONG,22,Country
12:29:00,Friday,MORNINGTON PENINSULA,12,Metro
13:05:00,Friday,MORELAND,13,Metro
14:35:00,Thursday,MARIBYRNONG,14,Metro
14:30:00,Friday,FRANKSTON,14,Metro
13:50:00,Thursday,MOONEE VALLEY,13,Metro
8:00:00,Tuesday,GREATER GEELONG,8,Country
15:52:00,Friday,KINGSTON,15,Metro
13:45:00,Friday,STONNINGTON,13,Metro
13:20:00,Sunday,CASEY,13,Metro
8:00:00,Wednesday,KNOX,8,Metro
12:40:00,Wednesday,GLEN EIRA,12,Metro
14:20:00,Wednesday,GLEN EIRA,14,Metro
12:20:00,Wednesday,YARRA RANGES,12,Metro
17:25:00,Wednesday,KINGSTON,17,Metro
17:00:00,Wednesday,MARIBYRNONG,17,Metro
18:00:00,Monday,NORTHERN GRAMPIANS,18,Country
16:10:00,Wednesday,MORELAND,16,Metro
10:00:00,Wednesday,WHITEHORSE,10,Metro
18:10:00,Wednesday,GREATER DANDENONG,18,Metro
18:00:00,Wednesday,NILLUMBIK,18,Metro
18:50:00,Tuesday,GREATER DANDENONG,18,Metro
21:15:00,Wednesday,MONASH,21,Metro
8:30:00,Sunday,BASS COAST,8,Country
11:40:00,Tuesday,YARRA,11,Metro
14:50:00,Tuesday,MOIRA,14,Country
15:25:00,Tuesday,STONNINGTON,15,Metro
18:41:00,Saturday,YARRA RANGES,18,Metro
8:45:00,Sunday,MOONEE VALLEY,8,Metro
