ACCIDENT_TIME,DAY_OF_WEEK,LGA_NAME,Time,Region
8:15:00,Sunday,SOUTH GIPPSLAND,8,Country
19:40:00,Thursday,MONASH,19,Metro
16:53:00,Friday,GLEN EIRA,16,Metro
13:50:00,Sunday,HUME,13,Metro
13:25:00,Sunday,YARRA,13,Metro
12:35:00,Sunday,MACEDON RANGES,12,Country
18:10:00,Friday,CASEY,18,Metro
18:30:00,Friday,MAROONDAH,18,Metro
20:45:00,Friday,HUME,20,Metro
17:31:00,Friday,WHITTLESEA,17,Metro
18:02:00,Friday,MOORABOOL,18,Country
21:25:00,Friday,BOROONDARA,21,Metro
21:00:00,Friday,MACEDON RANGES,21,Country
22:46:00,Friday,DAREBIN,22,Metro
21:21:00,Thursday,DAREBIN,21,Metro
1:55:00,Saturday,DAREBIN,1,Metro
10:04:00,Monday,STONNINGTON,10,Metro
17:00:00,Monday,MILDURA,17,Country
6:45:00,Friday,MORELAND,6,Metro
6:50:00,Saturday,GREATER BENDIGO,6,Country
18:45:00,Monday,HOBSONS BAY,18,Metro
11:32:00,Wednesday,CASEY,11,Metro
9:00:00,Friday,MELBOURNE,9,Metro
13:15:00,Wednesday,MAROONDAH,13,Metro
15:30:00,Monday,KNOX,15,Metro
11:30:00,Wednesday,DAREBIN,11,Metro
21:00:00,Monday,GREATER DANDENONG,21,Metro
9:20:00,Wednesday,SURF COAST,9,Country
19:20:00,Sunday,CASEY,19,Metro
8:12:00,Wednesday,CASEY,8,Metro
15:19:00,Wednesday,KNOX,15,Metro
15:20:00,Wednesday,BRIMBANK,15,Metro
15:00:00,Wednesday,ALPINE,15,Country
11:30:00,Saturday,MITCHELL,11,Country
17:40:00,Sunday,DAREBIN,17,Metro
20:15:00,Monday,LATROBE,20,Country
9:30:00,Thursday,MORELAND,9,Metro
15:15:00,Sunday,MORELAND,15,Metro
17:54:00,Monday,KINGSTON,17,Metro
15:55:00,Wednesday,BOROONDARA,15,Metro
21:45:00,Monday,WYNDHAM,21,Metro
21:20:00,Sunday,CASEY,21,Metro
13:00:00,Saturday,MANNINGHAM,13,Metro
5:30:00,Sunday,GREATER GEELONG,5,Country
7:20:00,Wednesday,KNOX,7,Metro
8:23:00,Tuesday,YARRA,8,Metro
18:00:00,Sunday,MELTON,18,Metro
17:32:00,Sunday,WODONGA,17,Country
18:00:00,Sunday,MORELAND,18,Metro
18:00:00,Tuesday,GREATER GEELONG,18,Country
15:35:00,Sunday,CORANGAMITE,15,Country
18:35:00,Sunday,YARRA RANGES,18,Metro
17:25:00,Sunday,BAW BAW,17,Country
11:01:00,Sunday,MELTON,11,Metro
15:42:00,Sunday,PYRENEES,15,Country
0:37:00,Monday,MELTON,0,Metro
4:10:00,Monday,GREATER SHEPPARTON,4,Country
10:30:00,Sunday,BRIMBANK,10,Metro
19:10:00,Friday,YARRA RANGES,19,Metro
14:00:00,Friday,MURRINDINDI,14,Country
9:25:00,Saturday,KINGSTON,9,Metro
8:35:00,Saturday,BAYSIDE,8,Metro
6:18:00,Saturday,WHITEHORSE,6,Metro
9:30:00,Saturday,NILLUMBIK,9,Metro
17:14:00,Wednesday,STRATHBOGIE,17,Country
9:15:00,Saturday,HUME,9,Metro
22:45:00,Friday,LODDON,22,Country
9:55:00,Saturday,EAST GIPPSLAND,9,Country
10:06:00,Saturday,WHITTLESEA,10,Metro
7:08:00,Saturday,GREATER DANDENONG,7,Metro
23:15:00,Friday,HUME,23,Metro
8:00:00,Tuesday,GREATER GEELONG,8,Country
8:00:00,Saturday,MURRINDINDI,8,Country
14:15:00,Wednesday,GREATER SHEPPARTON,14,Country
16:00:00,Wednesday,MONASH,16,Metro
10:21:00,Monday,DAREBIN,10,Metro
16:00:00,Wednesday,DAREBIN,16,Metro
16:30:00,Wednesday,MONASH,16,Metro
18:25:00,Wednesday,WHITEHORSE,18,Metro
16:49:00,Tuesday,GREATER GEELONG,16,Country
9:30:00,Friday,BOROONDARA,9,Metro
15:00:00,Sunday,BOROONDARA,15,Metro
10:30:00,Tuesday,BOROONDARA,10,Metro
18:25:00,Wednesday,GLEN EIRA,18,Metro
15:50:00,Thursday,CASEY,15,Metro
9:30:00,Tuesday,MOORABOOL,9,Country
9:15:00,Monday,BRIMBANK,9,Metro
7:11:00,Tuesday,PORT PHILLIP,7,Metro
8:30:00,Sunday,WHITTLESEA,8,Metro
8:40:00,Tuesday,WARRNAMBOOL,8,Country
11:58:00,Monday,GREATER GEELONG,11,Country
15:15:00,Monday,MOONEE VALLEY,15,Metro
14:00:00,Friday,CASEY,14,Metro
13:00:00,Tuesday,DAREBIN,13,Metro
8:35:00,Monday,BOROONDARA,8,Metro
13:08:00,Tuesday,WHITTLESEA,13,Metro
11:00:00,Tuesday,CASEY,11,Metro
7:10:00,Monday,WHITTLESEA,7,Metro
7:40:00,Thursday,WHITEHORSE,7,Metro
9:08:00,Monday,STONNINGTON,9,Metro
8:00:00,Monday,WHITTLESEA,8,Metro
14:45:00,Friday,GREATER BENDIGO,14,Country
15:45:00,Thursday,BAYSIDE,15,Metro
10:20:00,Monday,GLEN EIRA,10,Metro
10:20:00,Monday,EAST GIPPSLAND,10,Country
9:00:00,Monday,BALLARAT,9,Country
21:50:00,Sunday,BRIMBANK,21,Metro
16:00:00,Sunday,BAW BAW,16,Country
10:45:00,Saturday,LATROBE,10,Country
15:50:00,Thursday,GREATER DANDENONG,15,Metro
8:54:00,Saturday,GLEN EIRA,8,Metro
19:45:00,Friday,HUME,19,Metro
17:38:00,Friday,CASEY,17,Metro
12:01:00,Saturday,WYNDHAM,12,Metro
13:44:00,Saturday,FRANKSTON,13,Metro
13:00:00,Saturday,MURRINDINDI,13,Country
12:00:00,Saturday,WHITTLESEA,12,Metro
14:05:00,Saturday,MANNINGHAM,14,Metro
16:20:00,Friday,BRIMBANK,16,Metro
14:20:00,Saturday,GREATER DANDENONG,14,Metro
14:00:00,Friday,GREATER GEELONG,14,Country
14:30:00,Friday,MONASH,14,Metro
19:30:00,Friday,BRIMBANK,19,Metro
17:05:00,Wednesday,MORELAND,17,Metro
17:30:00,Tuesday,MELBOURNE,17,Metro
18:15:00,Wednesday,HOBSONS BAY,18,Metro
6:30:00,Wednesday,MELBOURNE,6,Metro
21:24:00,Wednesday,GREATER DANDENONG,21,Metro
15:26:00,Wednesday,HUME,15,Metro
7:56:00,Thursday,BANYULE,7,Metro
19:30:00,Saturday,WHITEHORSE,19,Metro
12:06:00,Wednesday,KINGSTON,12,Metro
13:20:00,Saturday,BOROONDARA,13,Metro
7:45:00,Thursday,GLEN EIRA,7,Metro
7:24:00,Thursday,KNOX,7,Metro
4:40:00,Thursday,CORANGAMITE,4,Country
22:15:00,Sunday,WELLINGTON,22,Country
15:35:00,Tuesday,DAREBIN,15,Metro
17:20:00,Wednesday,MELBOURNE,17,Metro
19:20:00,Thursday,WHITEHORSE,19,Metro
15:45:00,Wednesday,GREATER GEELONG,15,Country
18:10:00,Wednesday,GREATER GEELONG,18,Country
19:25:00,Wednesday,MELBOURNE,19,Metro
19:15:00,Tuesday,MELBOURNE,19,Metro
14:40:00,Tuesday,HUME,14,Metro
14:14:00,Wednesday,KINGSTON,14,Metro
16:30:00,Wednesday,BAYSIDE,16,Metro
19:20:00,Monday,WYNDHAM,19,Metro
23:32:00,Wednesday,HUME,23,Metro
18:40:00,Sunday,BRIMBANK,18,Metro
9:05:00,Sunday,MAROONDAH,9,Metro
11:48:00,Monday,ARARAT,11,Country
23:00:00,Friday,MAROONDAH,23,Metro
9:18:00,Monday,MELBOURNE,9,Metro
11:50:00,Monday,MOONEE VALLEY,11,Metro
22:15:00,Friday,MELBOURNE,22,Metro
15:35:00,Monday,MARIBYRNONG,15,Metro
12:15:00,Monday,GREATER SHEPPARTON,12,Country
17:45:00,Thursday,GREATER DANDENONG,17,Metro
16:10:00,Monday,NILLUMBIK,16,Metro
21:32:00,Tuesday,BOROONDARA,21,Metro
15:43:00,Monday,MORELAND,15,Metro
19:35:00,Sunday,KNOX,19,Metro
15:55:00,Friday,MOONEE VALLEY,15,Metro
23:00:00,Friday,SOUTH GIPPSLAND,23,Country
22:20:00,Friday,MURRINDINDI,22,Country
18:25:00,Saturday,MANNINGHAM,18,Metro
17:25:00,Saturday,WYNDHAM,17,Metro
17:58:00,Saturday,MORNINGTON PENINSULA,17,Metro
18:35:00,Friday,KINGSTON,18,Metro
20:10:00,Saturday,MELBOURNE,20,Metro
17:56:00,Saturday,DAREBIN,17,Metro
16:20:00,Saturday,NILLUMBIK,16,Metro
18:10:00,Friday,CASEY,18,Metro
20:35:00,Saturday,BENALLA,20,Country
9:10:00,Wednesday,BOROONDARA,9,Metro
8:35:00,Wednesday,CASEY,8,Metro
14:50:00,Monday,GREATER BENDIGO,14,Country
19:45:00,Wednesday,GREATER BENDIGO,19,Country
11:00:00,Friday,BAW BAW,11,Country
19:15:00,Wednesday,NILLUMBIK,19,Metro
16:05:00,Monday,PORT PHILLIP,16,Metro
9:20:00,Thursday,BAYSIDE,9,Metro
11:53:00,Thursday,GREATER DANDENONG,11,Metro
11:50:00,Wednesday,MORNINGTON PENINSULA,11,Metro
7:15:00,Wednesday,GREATER GEELONG,7,Country
12:31:00,Sunday,MELBOURNE,12,Metro
11:43:00,Thursday,MORNINGTON PENINSULA,11,Metro
1:10:00,Thursday,MELTON,1,Metro
4:15:00,Thursday,BALLARAT,4,Country
3:00:00,Thursday,GREATER SHEPPARTON,3,Country
7:00:00,Thursday,YARRA,7,Metro
8:00:00,Thursday,MARIBYRNONG,8,Metro
7:05:00,Thursday,GREATER SHEPPARTON,7,Country
9:30:00,Tuesday,GLEN EIRA,9,Metro
16:15:00,Sunday,YARRA,16,Metro
8:13:00,Tuesday,WHITTLESEA,8,Metro
9:10:00,Thursday,MELBOURNE,9,Metro
11:47:00,Friday,WYNDHAM,11,Metro
9:29:00,Wednesday,WHITEHORSE,9,Metro
15:50:00,Sunday,YARRA RANGES,15,Metro
18:45:00,Monday,BOROONDARA,18,Metro
15:30:00,Monday,BALLARAT,15,Country
18:28:00,Monday,WHITTLESEA,18,Metro
19:40:00,Monday,WHITTLESEA,19,Metro
17:41:00,Sunday,WODONGA,17,Country
16:35:00,Monday,MONASH,16,Metro
14:30:00,Sunday,HUME,14,Metro
17:48:00,Monday,LATROBE,17,Country
19:22:00,Monday,GREATER GEELONG,19,Country
18:57:00,Monday,CASEY,18,Metro
18:08:00,Monday,WHITTLESEA,18,Metro
18:12:00,Monday,CORANGAMITE,18,Country
1:10:00,Sunday,YARRA RANGES,1,Metro
12:30:00,Friday,MELTON,12,Metro
19:00:00,Thursday,GREATER DANDENONG,19,Metro
8:00:00,Tuesday,HOBSONS BAY,8,Metro
16:06:00,Friday,BOROONDARA,16,Metro
2:17:00,Saturday,MELBOURNE,2,Metro
9:23:00,Sunday,GLEN EIRA,9,Metro
10:10:00,Sunday,GLEN EIRA,10,Metro
22:12:00,Saturday,GREATER GEELONG,22,Country
10:45:00,Sunday,MARIBYRNONG,10,Metro
10:15:00,Friday,BRIMBANK,10,Metro
11:30:00,Sunday,BOROONDARA,11,Metro
11:45:00,Wednesday,CARDINIA,11,Metro
14:15:00,Wednesday,GREATER BENDIGO,14,Country
7:30:00,Monday,MORELAND,7,Metro
17:00:00,Friday,BAW BAW,17,Country
15:45:00,Thursday,GREATER BENDIGO,15,Country
16:20:00,Thursday,MONASH,16,Metro
14:25:00,Thursday,HOBSONS BAY,14,Metro
16:42:00,Thursday,BRIMBANK,16,Metro
18:00:00,Thursday,GREATER DANDENONG,18,Metro
15:03:00,Wednesday,GREATER SHEPPARTON,15,Country
18:40:00,Thursday,MELBOURNE,18,Metro
18:15:00,Thursday,WHITEHORSE,18,Metro
19:44:00,Thursday,MARIBYRNONG,19,Metro
18:38:00,Thursday,MORNINGTON PENINSULA,18,Metro
18:00:00,Tuesday,GREATER DANDENONG,18,Metro
9:25:00,Thursday,GREATER DANDENONG,9,Metro
16:25:00,Monday,STONNINGTON,16,Metro
12:00:00,Thursday,BANYULE,12,Metro
16:30:00,Tuesday,GLEN EIRA,16,Metro
11:30:00,Thursday,MORNINGTON PENINSULA,11,Metro
8:26:00,Tuesday,KNOX,8,Metro
7:00:00,Wednesday,WHITTLESEA,7,Metro
19:30:00,Friday,WYNDHAM,19,Metro
13:20:00,Thursday,GREATER SHEPPARTON,13,Country
17:00:00,Saturday,BALLARAT,17,Country
14:00:00,Wednesday,GREATER GEELONG,14,Country
19:45:00,Saturday,MOUNT ALEXANDER,19,Country
23:38:00,Monday,YARRA RANGES,23,Metro
8:30:00,Monday,MARIBYRNONG,8,Metro
8:45:00,Monday,GLEN EIRA,8,Metro
1:06:00,Wednesday,WYNDHAM,1,Metro
15:30:00,Thursday,GREATER GEELONG,15,Country
9:00:00,Friday,YARRA RANGES,9,Metro
7:10:00,Tuesday,WHITEHORSE,7,Metro
7:03:00,Tuesday,GREATER GEELONG,7,Country
8:40:00,Friday,STONNINGTON,8,Metro
11:40:00,Tuesday,BALLARAT,11,Country
17:00:00,Wednesday,LATROBE,17,Country
16:15:00,Thursday,MITCHELL,16,Country
8:40:00,Monday,HUME,8,Metro
12:30:00,Sunday,BAYSIDE,12,Metro
13:40:00,Sunday,CAMPASPE,13,Country
18:58:00,Sunday,CASEY,18,Metro
14:09:00,Sunday,GREATER DANDENONG,14,Metro
12:00:00,Sunday,KNOX,12,Metro
19:00:00,Saturday,KINGSTON,19,Metro
21:35:00,Saturday,WYNDHAM,21,Metro
10:30:00,Sunday,MURRINDINDI,10,Metro
17:15:00,Sunday,BRIMBANK,17,Metro
6:17:00,Wednesday,GREATER DANDENONG,6,Metro
16:10:00,Sunday,HUME,16,Metro
15:49:00,Sunday,MORELAND,15,Metro
18:51:00,Wednesday,BALLARAT,18,Country
19:58:00,Thursday,GREATER SHEPPARTON,19,Country
13:00:00,Friday,MONASH,13,Metro
13:20:00,Thursday,YARRA,13,Metro
19:30:00,Thursday,EAST GIPPSLAND,19,Country
14:15:00,Sunday,MONASH,14,Metro
17:00:00,Wednesday,MORELAND,17,Metro
17:20:00,Thursday,HOBSONS BAY,17,Metro
20:45:00,Thursday,SURF COAST,20,Country
0:30:00,Friday,GREATER GEELONG,0,Country
5:50:00,Thursday,MONASH,5,Metro
14:50:00,Tuesday,BAYSIDE,14,Metro
7:15:00,Thursday,STONNINGTON,7,Metro
13:46:00,Wednesday,HUME,13,Metro
15:55:00,Thursday,GREATER BENDIGO,15,Country
15:48:00,Saturday,GREATER SHEPPARTON,15,Country
19:50:00,Saturday,MOIRA,19,Country
16:10:00,Thursday,GREATER GEELONG,16,Country
9:05:00,Wednesday,MARIBYRNONG,9,Metro
17:30:00,Wednesday,LATROBE,17,Country
8:10:00,Friday,MORELAND,8,Metro
18:18:00,Thursday,WHITTLESEA,18,Metro
16:10:00,Thursday,NILLUMBIK,16,Metro
17:00:00,Thursday,NORTHERN GRAMPIANS,17,Country
15:30:00,Thursday,FRANKSTON,15,Metro
19:30:00,Thursday,GREATER BENDIGO,19,Country
16:00:00,Wednesday,MOONEE VALLEY,16,Metro
15:00:00,Wednesday,MELBOURNE,15,Metro
15:00:00,Tuesday,WYNDHAM,15,Metro
15:00:00,Tuesday,MOIRA,15,Country
16:55:00,Thursday,BALLARAT,16,Country
12:00:00,Sunday,CASEY,12,Metro
11:30:00,Tuesday,YARRA,11,Metro
18:15:00,Thursday,STONNINGTON,18,Metro
16:00:00,Tuesday,MOONEE VALLEY,16,Metro
6:30:00,Sunday,MACEDON RANGES,6,Country
16:45:00,Monday,YARRA,16,Metro
19:55:00,Monday,LATROBE,19,Country
18:05:00,Tuesday,MAROONDAH,18,Metro
12:15:00,Monday,SOUTHERN GRAMPIANS,12,Country
15:00:00,Tuesday,YARRA RANGES,15,Metro
19:22:00,Sunday,ALPINE,19,Country
21:04:00,Sunday,GREATER DANDENONG,21,Metro
14:30:00,Thursday,WHITEHORSE,14,Metro
13:30:00,Thursday,WODONGA,13,Country
18:22:00,Sunday,MOYNE,18,Country
18:30:00,Tuesday,MELBOURNE,18,Metro
1:00:00,Sunday,MORELAND,1,Metro
1:30:00,Sunday,MELTON,1,Metro
23:30:00,Sunday,LATROBE,23,Country
8:50:00,Tuesday,BOROONDARA,8,Metro
8:25:00,Friday,GREATER GEELONG,8,Country
8:22:00,Friday,KINGSTON,8,Metro
7:45:00,Friday,STONNINGTON,7,Metro
8:30:00,Wednesday,WYNDHAM,8,Metro
10:57:00,Friday,GLEN EIRA,10,Metro
12:28:00,Thursday,SWAN HILL,12,Country
9:00:00,Tuesday,GLEN EIRA,9,Metro
12:20:00,Friday,INDIGO,12,Country
11:00:00,Monday,GREATER GEELONG,11,Country
8:40:00,Friday,MOONEE VALLEY,8,Metro
17:00:00,Friday,MORNINGTON PENINSULA,17,Metro
13:10:00,Friday,GREATER GEELONG,13,Country
11:00:00,Friday,MONASH,11,Metro
18:10:00,Thursday,WHITEHORSE,18,Metro
20:40:00,Thursday,CASEY,20,Metro
0:35:00,Friday,MOONEE VALLEY,0,Metro
8:30:00,Thursday,YARRA,8,Metro
18:10:00,Monday,BRIMBANK,18,Metro
19:40:00,Monday,MARIBYRNONG,19,Metro
4:29:00,Friday,MOORABOOL,4,Country
6:33:00,Friday,GREATER DANDENONG,6,Metro
7:10:00,Thursday,GREATER DANDENONG,7,Metro
20:30:00,Tuesday,BALLARAT,20,Country
9:30:00,Saturday,GREATER DANDENONG,9,Metro
3:00:00,Friday,WEST WIMMERA,3,Country
15:15:00,Thursday,CASEY,15,Metro
19:15:00,Tuesday,KINGSTON,19,Metro
16:25:00,Tuesday,CASEY,16,Metro
18:45:00,Tuesday,CASEY,18,Metro
17:58:00,Tuesday,MORELAND,17,Metro
19:00:00,Tuesday,MORELAND,19,Metro
22:18:00,Monday,MELTON,22,Metro
20:10:00,Tuesday,HUME,20,Metro
1:00:00,Wednesday,GOLDEN PLAINS,1,Country
16:15:00,Tuesday,DAREBIN,16,Metro
6:20:00,Wednesday,WHITTLESEA,6,Metro
13:10:00,Tuesday,GREATER SHEPPARTON,13,Country
18:00:00,Thursday,KINGSTON,18,Metro
7:00:00,Wednesday,GREATER DANDENONG,7,Metro
6:19:00,Monday,MONASH,6,Metro
18:30:00,Friday,KNOX,18,Metro
7:03:00,Sunday,BAW BAW,7,Country
18:10:00,Monday,KNOX,18,Metro
11:00:00,Saturday,CAMPASPE,11,Country
8:05:00,Monday,YARRA,8,Metro
11:00:00,Saturday,MILDURA,11,Country
13:14:00,Sunday,KNOX,13,Metro
22:30:00,Thursday,WODONGA,22,Country
11:00:00,Sunday,BAYSIDE,11,Metro
9:05:00,Sunday,KINGSTON,9,Metro
9:24:00,Monday,KINGSTON,9,Metro
9:10:00,Sunday,MONASH,9,Metro
8:35:00,Sunday,GREATER DANDENONG,8,Metro
12:30:00,Monday,HOBSONS BAY,12,Metro
14:55:00,Friday,MACEDON RANGES,14,Country
17:42:00,Tuesday,MONASH,17,Metro
15:39:00,Friday,GREATER GEELONG,15,Country
16:10:00,Thursday,MELBOURNE,16,Metro
16:40:00,Wednesday,BOROONDARA,16,Metro
13:59:00,Friday,GREATER DANDENONG,13,Metro
15:45:00,Wednesday,GREATER GEELONG,15,Country
15:00:00,Friday,DAREBIN,15,Metro
17:20:00,Wednesday,MONASH,17,Metro
12:30:00,Friday,HOBSONS BAY,12,Metro
17:00:00,Friday,MAROONDAH,17,Metro
18:30:00,Friday,MAROONDAH,18,Metro
12:05:00,Friday,MILDURA,12,Country
18:15:00,Wednesday,DAREBIN,18,Metro
9:35:00,Friday,GREATER DANDENONG,9,Metro
10:45:00,Friday,GREATER DANDENONG,10,Metro
6:20:00,Friday,PORT PHILLIP,6,Metro
10:30:00,Friday,MONASH,10,Metro
11:30:00,Thursday,MARIBYRNONG,11,Metro
10:24:00,Friday,BOROONDARA,10,Metro
8:02:00,Friday,WHITEHORSE,8,Metro
10:45:00,Friday,GREATER SHEPPARTON,10,Country
10:00:00,Wednesday,BRIMBANK,10,Metro
12:00:00,Friday,FRANKSTON,12,Metro
11:45:00,Saturday,MACEDON RANGES,11,Country
14:00:00,Wednesday,KINGSTON,14,Metro
9:20:00,Tuesday,FRANKSTON,9,Metro
18:10:00,Tuesday,GREATER GEELONG,18,Country
12:30:00,Tuesday,BANYULE,12,Metro
18:30:00,Monday,MONASH,18,Metro
13:33:00,Tuesday,GREATER GEELONG,13,Country
12:45:00,Thursday,BALLARAT,12,Country
12:30:00,Wednesday,WHITTLESEA,12,Metro
11:54:00,Tuesday,GREATER SHEPPARTON,11,Country
15:15:00,Tuesday,YARRA RANGES,15,Metro
18:00:00,Wednesday,MILDURA,18,Country
23:30:00,Thursday,BAYSIDE,23,Metro
12:10:00,Monday,ARARAT,12,Country
13:00:00,Monday,BRIMBANK,13,Metro
11:35:00,Monday,STONNINGTON,11,Metro
16:00:00,Friday,YARRA,16,Metro
13:15:00,Monday,KINGSTON,13,Metro
11:35:00,Monday,BALLARAT,11,Country
20:30:00,Monday,MELBOURNE,20,Metro
12:00:00,Wednesday,PORT PHILLIP,12,Metro
6:30:00,Wednesday,EAST GIPPSLAND,6,Country
15:10:00,Monday,GLEN EIRA,15,Metro
15:00:00,Friday,GLEN EIRA,15,Metro
15:48:00,Monday,MILDURA,15,Country
16:00:00,Sunday,WHITTLESEA,16,Metro
18:40:00,Friday,WODONGA,18,Country
19:55:00,Thursday,WARRNAMBOOL,19,Country
19:55:00,Friday,HEPBURN,19,Country
19:52:00,Friday,GREATER DANDENONG,19,Metro
19:19:00,Friday,STONNINGTON,19,Metro
19:20:00,Friday,WELLINGTON,19,Country
20:40:00,Friday,CASEY,20,Metro
23:00:00,Friday,GREATER SHEPPARTON,23,Country
22:30:00,Friday,MILDURA,22,Country
5:30:00,Friday,HUME,5,Metro
21:45:00,Friday,STONNINGTON,21,Metro
3:20:00,Saturday,FRANKSTON,3,Metro
3:25:00,Saturday,HUME,3,Metro
15:20:00,Wednesday,GREATER DANDENONG,15,Metro
8:05:00,Friday,MORELAND,8,Metro
12:13:00,Friday,STONNINGTON,12,Metro
22:00:00,Thursday,MELBOURNE,22,Metro
13:35:00,Thursday,HOBSONS BAY,13,Metro
8:45:00,Friday,HORSHAM,8,Country
11:30:00,Friday,YARRA,11,Metro
15:10:00,Friday,MELBOURNE,15,Metro
12:45:00,Friday,PORT PHILLIP,12,Metro
8:45:00,Tuesday,MELBOURNE,8,Metro
14:05:00,Friday,WHITEHORSE,14,Metro
14:30:00,Tuesday,MELBOURNE,14,Metro
10:30:00,Saturday,GREATER DANDENONG,10,Metro
18:50:00,Wednesday,PORT PHILLIP,18,Metro
12:00:00,Tuesday,HOBSONS BAY,12,Metro
19:30:00,Tuesday,YARRA,19,Metro
1:45:00,Wednesday,WELLINGTON,1,Country
18:34:00,Wednesday,MITCHELL,18,Country
18:07:00,Wednesday,KNOX,18,Metro
20:17:00,Wednesday,MITCHELL,20,Country
22:30:00,Wednesday,CASEY,22,Metro
1:00:00,Wednesday,MONASH,1,Metro
5:00:00,Thursday,WYNDHAM,5,Metro
7:35:00,Thursday,MELBOURNE,7,Metro
7:50:00,Thursday,BANYULE,7,Metro
7:40:00,Wednesday,GREATER GEELONG,7,Country
17:20:00,Monday,MARIBYRNONG,17,Metro
11:00:00,Monday,SURF COAST,11,Country
16:00:00,Monday,GREATER GEELONG,16,Country
16:00:00,Monday,BRIMBANK,16,Metro
16:20:00,Sunday,FRANKSTON,16,Metro
7:05:00,Sunday,FRANKSTON,7,Metro
17:26:00,Monday,WHITEHORSE,17,Metro
6:00:00,Monday,HOBSONS BAY,6,Metro
18:45:00,Monday,YARRA,18,Metro
16:02:00,Sunday,GREATER GEELONG,16,Country
15:00:00,Monday,GREATER GEELONG,15,Country
17:55:00,Monday,HOBSONS BAY,17,Metro
18:55:00,Monday,MITCHELL,18,Country
21:55:00,Friday,MOORABOOL,21,Country
16:00:00,Thursday,STONNINGTON,16,Metro
6:50:00,Saturday,YARRA,6,Metro
18:10:00,Thursday,MANNINGHAM,18,Metro
9:30:00,Saturday,WHITEHORSE,9,Metro
10:29:00,Saturday,DAREBIN,10,Metro
18:40:00,Tuesday,MELBOURNE,18,Metro
10:30:00,Saturday,MILDURA,10,Country
10:30:00,Saturday,MONASH,10,Metro
20:35:00,Friday,GLEN EIRA,20,Metro
13:15:00,Saturday,BENALLA,13,Country
10:15:00,Saturday,BALLARAT,10,Country
13:15:00,Saturday,GREATER GEELONG,13,Country
9:15:00,Friday,LATROBE,9,Country
14:41:00,Friday,HUME,14,Metro
15:20:00,Friday,SURF COAST,15,Country
17:00:00,Friday,MITCHELL,17,Country
7:00:00,Friday,MACEDON RANGES,7,Country
16:00:00,Friday,STONNINGTON,16,Metro
18:00:00,Friday,KNOX,18,Metro
18:05:00,Friday,PORT PHILLIP,18,Metro
18:00:00,Friday,MITCHELL,18,Country
17:08:00,Friday,CASEY,17,Metro
18:50:00,Thursday,YARRA,18,Metro
7:00:00,Thursday,BRIMBANK,7,Metro
14:15:00,Thursday,MONASH,14,Metro
6:55:00,Thursday,GREATER DANDENONG,6,Metro
10:00:00,Friday,GREATER GEELONG,10,Country
7:45:00,Thursday,GREATER DANDENONG,7,Metro
17:00:00,Tuesday,MONASH,17,Metro
15:00:00,Wednesday,WYNDHAM,15,Metro
10:45:00,Thursday,LATROBE,10,Country
14:00:00,Monday,SOUTH GIPPSLAND,14,Country
9:00:00,Thursday,WHITEHORSE,9,Metro
16:04:00,Thursday,GREATER GEELONG,16,Country
10:10:00,Thursday,MONASH,10,Metro
17:15:00,Saturday,MOORABOOL,17,Country
15:00:00,Wednesday,BRIMBANK,15,Metro
21:30:00,Wednesday,MOONEE VALLEY,21,Metro
16:35:00,Monday,WYNDHAM,16,Metro
19:00:00,Monday,STONNINGTON,19,Metro
12:50:00,Saturday,FRANKSTON,12,Metro
18:19:00,Monday,GLEN EIRA,18,Metro
15:00:00,Thursday,GREATER BENDIGO,15,Country
22:35:00,Monday,WHITTLESEA,22,Metro
23:05:00,Monday,MELBOURNE,23,Metro
6:20:00,Tuesday,COLAC OTWAY,6,Country
5:20:00,Tuesday,FRANKSTON,5,Metro
15:45:00,Saturday,MOONEE VALLEY,15,Metro
21:55:00,Sunday,MORNINGTON PENINSULA,21,Metro
15:26:00,Saturday,KNOX,15,Metro
9:58:00,Tuesday,MELBOURNE,9,Metro
16:45:00,Friday,GLEN EIRA,16,Metro
13:45:00,Saturday,MARIBYRNONG,13,Metro
12:30:00,Saturday,CARDINIA,12,Metro
14:00:00,Saturday,CASEY,14,Metro
10:57:00,Saturday,WHITTLESEA,10,Metro
15:15:00,Saturday,BRIMBANK,15,Metro
14:29:00,Saturday,YARRA RANGES,14,Metro
14:50:00,Saturday,WYNDHAM,14,Metro
13:45:00,Saturday,WELLINGTON,13,Country
15:15:00,Friday,COLAC OTWAY,15,Country
13:30:00,Saturday,MONASH,13,Metro
15:53:00,Saturday,KNOX,15,Metro
14:35:00,Saturday,GLEN EIRA,14,Metro
18:20:00,Friday,MARIBYRNONG,18,Metro
15:52:00,Friday,WYNDHAM,15,Metro
20:30:00,Friday,BRIMBANK,20,Metro
20:30:00,Thursday,MORELAND,20,Metro
7:18:00,Friday,MOONEE VALLEY,7,Metro
11:55:00,Sunday,WHITTLESEA,11,Metro
14:30:00,Friday,WYNDHAM,14,Metro
21:12:00,Thursday,CASEY,21,Metro
21:40:00,Friday,WYNDHAM,21,Metro
23:10:00,Monday,GREATER BENDIGO,23,Country
23:30:00,Friday,ARARAT,23,Country
23:00:00,Friday,MITCHELL,23,Country
5:20:00,Friday,MAROONDAH,5,Metro
8:45:00,Sunday,MOONEE VALLEY,8,Metro
15:50:00,Wednesday,BAYSIDE,15,Metro
