ACCIDENT_DATE,ACCIDENT_NO,Month,Year,LGA_NAME,STAT_DIV_NAME
1/07/2013,T20130013732,July,2013,MELBOURNE,Metro
1/07/2013,T20130013608,July,2013,WHITEHORSE,Metro
1/07/2013,T20130013611,July,2013,BRIMBANK,Metro
1/07/2013,T20130013617,July,2013,MITCHELL,Country
1/07/2013,T20130013620,July,2013,MELBOURNE,Metro
1/07/2013,T20130013621,July,2013,BAW BAW,Country
1/07/2013,T20130013622,July,2013,BAYSIDE,Metro
1/07/2013,T20130013630,July,2013,BOROONDARA,Metro
1/07/2013,T20130013638,July,2013,BOROONDARA,Metro
1/07/2013,T20130013641,July,2013,WHITEHORSE,Metro
1/07/2013,T20130013644,July,2013,BANYULE,Metro
1/07/2013,T20130013647,July,2013,HUME,Metro
1/07/2013,T20130013649,July,2013,WHITTLESEA,Metro
1/07/2013,T20130013650,July,2013,GREATER GEELONG,Country
1/07/2013,T20130013652,July,2013,BANYULE,Metro
1/07/2013,T20130013654,July,2013,HOBSONS BAY,Metro
1/07/2013,T20130013655,July,2013,NILLUMBIK,Metro
1/07/2013,T20130013656,July,2013,MELBOURNE,Metro
1/07/2013,T20130013657,July,2013,PORT PHILLIP,Metro
1/07/2013,T20130013658,July,2013,DAREBIN,Metro
1/07/2013,T20130013659,July,2013,YARRA,Metro
1/07/2013,T20130013662,July,2013,PORT PHILLIP,Metro
1/07/2013,T20130013668,July,2013,WHITEHORSE,Metro
1/07/2013,T20130013669,July,2013,LATROBE,Country
1/07/2013,T20130013671,July,2013,MOONEE VALLEY,Metro
1/07/2013,T20130013672,July,2013,PORT PHILLIP,Metro
1/07/2013,T20130013675,July,2013,KNOX,Metro
1/07/2013,T20130013678,July,2013,GREATER GEELONG,Country
1/07/2013,T20130013681,July,2013,CASEY,Metro
1/07/2013,T20130013709,July,2013,BAW BAW,Country
1/07/2013,T20130013712,July,2013,GREATER BENDIGO,Country
1/07/2013,T20130013730,July,2013,FRANKSTON,Metro
1/07/2013,T20130013807,July,2013,MITCHELL,Country
1/07/2013,T20130013830,July,2013,EAST GIPPSLAND,Country
1/07/2013,T20130014222,July,2013,GREATER GEELONG,Country
1/07/2013,T20130014077,July,2013,BAYSIDE,Metro
1/07/2013,T20130014576,July,2013,BOROONDARA,Metro
1/07/2013,T20130018675,July,2013,KINGSTON,Metro
1/07/2013,T20130018087,July,2013,MAROONDAH,Metro
1/07/2013,T20130017262,July,2013,BALLARAT,Country
1/07/2013,T20140005805,July,2013,CAMPASPE,Country
2/07/2013,T20130013736,July,2013,GREATER SHEPPARTON,Country
2/07/2013,T20130013737,July,2013,HOBSONS BAY,Metro
2/07/2013,T20130013738,July,2013,NILLUMBIK,Metro
2/07/2013,T20130013739,July,2013,KNOX,Metro
2/07/2013,T20130013740,July,2013,MILDURA,Country
2/07/2013,T20130013742,July,2013,HUME,Metro
2/07/2013,T20130013743,July,2013,GREATER DANDENONG,Metro
2/07/2013,T20130013744,July,2013,MONASH,Metro
2/07/2013,T20130013746,July,2013,HUME,Metro
2/07/2013,T20130013749,July,2013,FRANKSTON,Metro
2/07/2013,T20130013751,July,2013,LATROBE,Country
2/07/2013,T20130013752,July,2013,GOLDEN PLAINS,Country
2/07/2013,T20130013753,July,2013,KNOX,Metro
2/07/2013,T20130013754,July,2013,MELBOURNE,Metro
2/07/2013,T20130013755,July,2013,BALLARAT,Country
2/07/2013,T20130013758,July,2013,MORNINGTON PENINSULA,Metro
2/07/2013,T20130013760,July,2013,BAYSIDE,Metro
2/07/2013,T20130013761,July,2013,YARRA,Metro
2/07/2013,T20130013764,July,2013,GREATER DANDENONG,Metro
2/07/2013,T20130013770,July,2013,BAW BAW,Country
2/07/2013,T20130013772,July,2013,GREATER GEELONG,Country
2/07/2013,T20130013687,July,2013,BAYSIDE,Metro
2/07/2013,T20130013688,July,2013,MAROONDAH,Metro
2/07/2013,T20130013690,July,2013,MOONEE VALLEY,Metro
2/07/2013,T20130013693,July,2013,HUME,Metro
2/07/2013,T20130013706,July,2013,YARRA,Metro
2/07/2013,T20130013716,July,2013,GREATER DANDENONG,Metro
2/07/2013,T20130013718,July,2013,WYNDHAM,Metro
2/07/2013,T20130013719,July,2013,WYNDHAM,Metro
2/07/2013,T20130013781,July,2013,BALLARAT,Country
2/07/2013,T20130013782,July,2013,CASEY,Metro
2/07/2013,T20130013793,July,2013,KINGSTON,Metro
2/07/2013,T20130013827,July,2013,CORANGAMITE,Country
2/07/2013,T20130013829,July,2013,YARRA,Metro
2/07/2013,T20130022238,July,2013,MORNINGTON PENINSULA,Metro
2/07/2013,T20140009331,July,2013,GREATER GEELONG,Country
2/07/2013,T20140018616,July,2013,BASS COAST,Country
3/07/2013,T20130013769,July,2013,HOBSONS BAY,Metro
3/07/2013,T20130013773,July,2013,MURRINDINDI,Country
3/07/2013,T20130013776,July,2013,STONNINGTON,Metro
3/07/2013,T20130013777,July,2013,KINGSTON,Metro
3/07/2013,T20130013838,July,2013,MOONEE VALLEY,Metro
3/07/2013,T20130013840,July,2013,MORNINGTON PENINSULA,Metro
3/07/2013,T20130013845,July,2013,MORNINGTON PENINSULA,Metro
3/07/2013,T20130013848,July,2013,MORNINGTON PENINSULA,Metro
3/07/2013,T20130013849,July,2013,MORELAND,Metro
3/07/2013,T20130013943,July,2013,MOORABOOL,Country
3/07/2013,T20130014021,July,2013,DAREBIN,Metro
3/07/2013,T20130013778,July,2013,CASEY,Metro
3/07/2013,T20130013779,July,2013,BRIMBANK,Metro
3/07/2013,T20130013783,July,2013,BOROONDARA,Metro
3/07/2013,T20130013785,July,2013,MONASH,Metro
3/07/2013,T20130013798,July,2013,MELBOURNE,Metro
3/07/2013,T20130013800,July,2013,YARRA,Metro
3/07/2013,T20130013805,July,2013,MORELAND,Metro
3/07/2013,T20130013810,July,2013,PORT PHILLIP,Metro
3/07/2013,T20130013815,July,2013,MOONEE VALLEY,Metro
3/07/2013,T20130013817,July,2013,YARRA RANGES,Metro
3/07/2013,T20130013818,July,2013,CASEY,Metro
3/07/2013,T20130013820,July,2013,STONNINGTON,Metro
3/07/2013,T20130013825,July,2013,YARRA RANGES,Metro
3/07/2013,T20130013826,July,2013,KINGSTON,Metro
3/07/2013,T20130013828,July,2013,MONASH,Metro
3/07/2013,T20130013831,July,2013,BOROONDARA,Metro
3/07/2013,T20130013832,July,2013,CASEY,Metro
3/07/2013,T20130013835,July,2013,MELBOURNE,Metro
3/07/2013,T20130013836,July,2013,MARIBYRNONG,Metro
3/07/2013,T20130014106,July,2013,MORNINGTON PENINSULA,Metro
3/07/2013,T20130014182,July,2013,MELBOURNE,Metro
3/07/2013,T20130014921,July,2013,CAMPASPE,Country
3/07/2013,T20130015496,July,2013,MONASH,Metro
3/07/2013,T20130017674,July,2013,MURRINDINDI,Country
3/07/2013,T20130023895,July,2013,DAREBIN,Metro
3/07/2013,T20140001061,July,2013,BALLARAT,Country
3/07/2013,T20140017275,July,2013,KINGSTON,Metro
4/07/2013,T20130013852,July,2013,MITCHELL,Country
4/07/2013,T20130013856,July,2013,MELBOURNE,Metro
4/07/2013,T20130013859,July,2013,STRATHBOGIE,Country
4/07/2013,T20130013869,July,2013,WHITTLESEA,Metro
4/07/2013,T20130013874,July,2013,CARDINIA,Metro
4/07/2013,T20130013877,July,2013,GREATER DANDENONG,Metro
4/07/2013,T20130013885,July,2013,KINGSTON,Metro
4/07/2013,T20130013888,July,2013,KNOX,Metro
4/07/2013,T20130013894,July,2013,TOWONG,Country
4/07/2013,T20130013901,July,2013,WANGARATTA,Country
4/07/2013,T20130013902,July,2013,LATROBE,Country
4/07/2013,T20130013904,July,2013,MELTON,Metro
4/07/2013,T20130013905,July,2013,HUME,Metro
4/07/2013,T20130013909,July,2013,MARIBYRNONG,Metro
4/07/2013,T20130013912,July,2013,GREATER SHEPPARTON,Country
4/07/2013,T20130013918,July,2013,BOROONDARA,Metro
4/07/2013,T20130013919,July,2013,BAYSIDE,Metro
4/07/2013,T20130013923,July,2013,WHITTLESEA,Metro
4/07/2013,T20130013927,July,2013,YARRA RANGES,Metro
4/07/2013,T20130013929,July,2013,DAREBIN,Metro
4/07/2013,T20130013930,July,2013,MONASH,Metro
4/07/2013,T20130013931,July,2013,MAROONDAH,Metro
4/07/2013,T20130013955,July,2013,MURRINDINDI,Country
4/07/2013,T20130013971,July,2013,MELBOURNE,Metro
4/07/2013,T20130014084,July,2013,STONNINGTON,Metro
4/07/2013,T20130014212,July,2013,MITCHELL,Country
4/07/2013,T20130014359,July,2013,BANYULE,Metro
4/07/2013,T20130014373,July,2013,YARRA,Metro
4/07/2013,T20130014762,July,2013,DAREBIN,Metro
4/07/2013,T20130015712,July,2013,MELBOURNE,Metro
4/07/2013,T20130016382,July,2013,YARRA RANGES,Metro
4/07/2013,T20130017867,July,2013,KNOX,Metro
5/07/2013,T20130013937,July,2013,SURF COAST,Country
5/07/2013,T20130013939,July,2013,CASEY,Metro
5/07/2013,T20130013941,July,2013,KINGSTON,Metro
5/07/2013,T20130013946,July,2013,CARDINIA,Metro
5/07/2013,T20130013948,July,2013,MITCHELL,Country
5/07/2013,T20130013953,July,2013,MARIBYRNONG,Metro
5/07/2013,T20130013957,July,2013,MELBOURNE,Metro
5/07/2013,T20130013958,July,2013,MORELAND,Metro
5/07/2013,T20130013963,July,2013,MORELAND,Metro
5/07/2013,T20130013965,July,2013,BOROONDARA,Metro
5/07/2013,T20130013966,July,2013,MORNINGTON PENINSULA,Metro
5/07/2013,T20130013973,July,2013,HUME,Metro
5/07/2013,T20130013975,July,2013,MOONEE VALLEY,Metro
5/07/2013,T20130013978,July,2013,SOUTH GIPPSLAND,Country
5/07/2013,T20130013979,July,2013,LATROBE,Country
5/07/2013,T20130013980,July,2013,FRANKSTON,Metro
5/07/2013,T20130013983,July,2013,KNOX,Metro
5/07/2013,T20130013985,July,2013,YARRA RANGES,Metro
5/07/2013,T20130013986,July,2013,BALLARAT,Country
5/07/2013,T20130013991,July,2013,KINGSTON,Metro
5/07/2013,T20130013992,July,2013,MAROONDAH,Metro
5/07/2013,T20130013993,July,2013,MAROONDAH,Metro
5/07/2013,T20130013997,July,2013,MOONEE VALLEY,Metro
5/07/2013,T20130014005,July,2013,HEPBURN,Country
5/07/2013,T20130014009,July,2013,SOUTHERN GRAMPIANS,Country
5/07/2013,T20130014013,July,2013,GREATER GEELONG,Country
5/07/2013,T20130014218,July,2013,KINGSTON,Metro
5/07/2013,T20130018497,July,2013,CAMPASPE,Country
5/07/2013,T20130023669,July,2013,HUME,Metro
5/07/2013,T20130021495,July,2013,CAMPASPE,Country
5/07/2013,T20130025064,July,2013,GLEN EIRA,Metro
6/07/2013,T20130014022,July,2013,WYNDHAM,Metro
6/07/2013,T20130014024,July,2013,BRIMBANK,Metro
6/07/2013,T20130014026,July,2013,BRIMBANK,Metro
6/07/2013,T20130014027,July,2013,WANGARATTA,Country
6/07/2013,T20130014028,July,2013,STONNINGTON,Metro
6/07/2013,T20130014032,July,2013,HUME,Metro
6/07/2013,T20130014033,July,2013,WYNDHAM,Metro
6/07/2013,T20130014034,July,2013,GREATER SHEPPARTON,Country
6/07/2013,T20130014035,July,2013,WYNDHAM,Metro
6/07/2013,T20130014037,July,2013,BENALLA,Country
6/07/2013,T20130014039,July,2013,YARRA RANGES,Metro
6/07/2013,T20130014042,July,2013,HUME,Metro
6/07/2013,T20130014044,July,2013,CASEY,Metro
6/07/2013,T20130014003,July,2013,KINGSTON,Metro
6/07/2013,T20130014004,July,2013,GREATER DANDENONG,Metro
6/07/2013,T20130014011,July,2013,KINGSTON,Metro
6/07/2013,T20130014012,July,2013,PORT PHILLIP,Metro
6/07/2013,T20130014015,July,2013,STONNINGTON,Metro
6/07/2013,T20130014017,July,2013,MONASH,Metro
6/07/2013,T20130014018,July,2013,BOROONDARA,Metro
6/07/2013,T20130014020,July,2013,WHITTLESEA,Metro
6/07/2013,T20130014045,July,2013,BANYULE,Metro
6/07/2013,T20130014046,July,2013,MARIBYRNONG,Metro
6/07/2013,T20130014047,July,2013,EAST GIPPSLAND,Country
6/07/2013,T20130014051,July,2013,BOROONDARA,Metro
6/07/2013,T20130014053,July,2013,MURRINDINDI,Country
6/07/2013,T20130014055,July,2013,DAREBIN,Metro
6/07/2013,T20130014056,July,2013,KNOX,Metro
6/07/2013,T20130014057,July,2013,HUME,Metro
6/07/2013,T20130014058,July,2013,GREATER GEELONG,Country
6/07/2013,T20130014059,July,2013,MOONEE VALLEY,Metro
6/07/2013,T20130014063,July,2013,MELBOURNE,Metro
6/07/2013,T20130014075,July,2013,HUME,Metro
6/07/2013,T20130014154,July,2013,BALLARAT,Country
6/07/2013,T20130014210,July,2013,MOYNE,Country
6/07/2013,T20130014408,July,2013,CORANGAMITE,Country
6/07/2013,T20130014660,July,2013,COLAC OTWAY,Country
6/07/2013,T20130014827,July,2013,MORELAND,Metro
6/07/2013,T20130014745,July,2013,MACEDON RANGES,Country
6/07/2013,T20130016291,July,2013,MACEDON RANGES,Country
6/07/2013,T20130017279,July,2013,BAW BAW,Country
6/07/2013,T20130021492,July,2013,WHITEHORSE,Metro
6/07/2013,T20140008350,July,2013,MORELAND,Metro
6/07/2013,T20140006909,July,2013,CASEY,Metro
6/07/2013,T20140009969,July,2013,GOLDEN PLAINS,Country
7/07/2013,T20130014064,July,2013,MAROONDAH,Metro
7/07/2013,T20130014065,July,2013,MELBOURNE,Metro
7/07/2013,T20130014069,July,2013,MONASH,Metro
7/07/2013,T20130014071,July,2013,HOBSONS BAY,Metro
7/07/2013,T20130014078,July,2013,WHITTLESEA,Metro
7/07/2013,T20130014083,July,2013,BASS COAST,Country
7/07/2013,T20130014085,July,2013,KNOX,Metro
7/07/2013,T20130014095,July,2013,MOONEE VALLEY,Metro
7/07/2013,T20130014096,July,2013,MOIRA,Country
7/07/2013,T20130014101,July,2013,KNOX,Metro
7/07/2013,T20130014103,July,2013,BOROONDARA,Metro
7/07/2013,T20130014104,July,2013,YARRA RANGES,Metro
7/07/2013,T20130014108,July,2013,MITCHELL,Country
7/07/2013,T20130014138,July,2013,CASEY,Metro
7/07/2013,T20130014174,July,2013,GLEN EIRA,Metro
7/07/2013,T20130014214,July,2013,BALLARAT,Country
7/07/2013,T20130014247,July,2013,CASEY,Metro
7/07/2013,T20130016100,July,2013,KINGSTON,Metro
7/07/2013,T20130016695,July,2013,COLAC OTWAY,Country
7/07/2013,T20130017719,July,2013,KINGSTON,Metro
7/07/2013,T20140006753,July,2013,MOONEE VALLEY,Metro
8/07/2013,T20130014228,July,2013,MITCHELL,Country
8/07/2013,T20130014235,July,2013,MELBOURNE,Metro
8/07/2013,T20130014111,July,2013,CASEY,Metro
8/07/2013,T20130014112,July,2013,MELTON,Metro
8/07/2013,T20130014114,July,2013,KINGSTON,Metro
8/07/2013,T20130014115,July,2013,FRANKSTON,Metro
8/07/2013,T20130014118,July,2013,WELLINGTON,Country
8/07/2013,T20130014119,July,2013,EAST GIPPSLAND,Country
8/07/2013,T20130014120,July,2013,SOUTH GIPPSLAND,Country
8/07/2013,T20130014121,July,2013,BRIMBANK,Metro
8/07/2013,T20130014122,July,2013,MELBOURNE,Metro
8/07/2013,T20130014123,July,2013,EAST GIPPSLAND,Country
8/07/2013,T20130014125,July,2013,WYNDHAM,Metro
8/07/2013,T20130014128,July,2013,GREATER DANDENONG,Metro
8/07/2013,T20130014129,July,2013,MAROONDAH,Metro
8/07/2013,T20130014131,July,2013,WHITTLESEA,Metro
8/07/2013,T20130014136,July,2013,MURRINDINDI,Country
8/07/2013,T20130014139,July,2013,MELBOURNE,Metro
8/07/2013,T20130014143,July,2013,MONASH,Metro
8/07/2013,T20130014147,July,2013,BALLARAT,Country
8/07/2013,T20130014149,July,2013,MONASH,Metro
8/07/2013,T20130014155,July,2013,WHITEHORSE,Metro
8/07/2013,T20130014157,July,2013,BALLARAT,Country
8/07/2013,T20130014168,July,2013,MONASH,Metro
8/07/2013,T20130014169,July,2013,BRIMBANK,Metro
8/07/2013,T20130014171,July,2013,CORANGAMITE,Country
8/07/2013,T20130014172,July,2013,DAREBIN,Metro
8/07/2013,T20130014176,July,2013,WEST WIMMERA,Country
8/07/2013,T20130014177,July,2013,MELBOURNE,Metro
8/07/2013,T20130014186,July,2013,PORT PHILLIP,Metro
8/07/2013,T20130014201,July,2013,MORNINGTON PENINSULA,Metro
8/07/2013,T20130014215,July,2013,MOONEE VALLEY,Metro
8/07/2013,T20130014376,July,2013,COLAC OTWAY,Country
8/07/2013,T20130014286,July,2013,PORT PHILLIP,Metro
8/07/2013,T20130015990,July,2013,GREATER DANDENONG,Metro
8/07/2013,T20130018858,July,2013,GREATER GEELONG,Country
8/07/2013,T20130018186,July,2013,WELLINGTON,Country
8/07/2013,T20130021862,July,2013,KINGSTON,Metro
8/07/2013,T20130021493,July,2013,PORT PHILLIP,Metro
8/07/2013,T20140000819,July,2013,BAW BAW,Country
8/07/2013,T20140004563,July,2013,MANSFIELD,Country
9/07/2013,T20130014225,July,2013,YARRA RANGES,Metro
9/07/2013,T20130014227,July,2013,HUME,Metro
9/07/2013,T20130014230,July,2013,MAROONDAH,Metro
9/07/2013,T20130014232,July,2013,GREATER GEELONG,Country
9/07/2013,T20130014236,July,2013,STONNINGTON,Metro
9/07/2013,T20130014237,July,2013,CARDINIA,Metro
9/07/2013,T20130014241,July,2013,BRIMBANK,Metro
9/07/2013,T20130014243,July,2013,LODDON,Country
9/07/2013,T20130014244,July,2013,YARRA,Metro
9/07/2013,T20130014245,July,2013,MONASH,Metro
9/07/2013,T20130014184,July,2013,WYNDHAM,Metro
9/07/2013,T20130014187,July,2013,PORT PHILLIP,Metro
9/07/2013,T20130014188,July,2013,DAREBIN,Metro
9/07/2013,T20130014189,July,2013,MELBOURNE,Metro
9/07/2013,T20130014191,July,2013,BALLARAT,Country
9/07/2013,T20130014192,July,2013,MELTON,Metro
9/07/2013,T20130014206,July,2013,GREATER DANDENONG,Metro
9/07/2013,T20130014208,July,2013,COLAC OTWAY,Country
9/07/2013,T20130014213,July,2013,GREATER BENDIGO,Country
9/07/2013,T20130014216,July,2013,MORELAND,Metro
9/07/2013,T20130014219,July,2013,BALLARAT,Country
9/07/2013,T20130014220,July,2013,WEST WIMMERA,Country
9/07/2013,T20130014312,July,2013,MOONEE VALLEY,Metro
9/07/2013,T20130014328,July,2013,MARIBYRNONG,Metro
9/07/2013,T20130014365,July,2013,LODDON,Country
9/07/2013,T20130014370,July,2013,MONASH,Metro
9/07/2013,T20130014246,July,2013,WODONGA,Country
9/07/2013,T20130014250,July,2013,GLEN EIRA,Metro
9/07/2013,T20130014251,July,2013,FRANKSTON,Metro
9/07/2013,T20130014252,July,2013,GREATER GEELONG,Country
9/07/2013,T20130014253,July,2013,MORNINGTON PENINSULA,Metro
9/07/2013,T20130014262,July,2013,CASEY,Metro
9/07/2013,T20130014270,July,2013,MOONEE VALLEY,Metro
9/07/2013,T20130014294,July,2013,MORELAND,Metro
9/07/2013,T20130014303,July,2013,KNOX,Metro
9/07/2013,T20130014481,July,2013,INDIGO,Country
9/07/2013,T20130014829,July,2013,DAREBIN,Metro
9/07/2013,T20130015792,July,2013,CASEY,Metro
9/07/2013,T20130016389,July,2013,BALLARAT,Country
9/07/2013,T20130017388,July,2013,BRIMBANK,Metro
10/07/2013,T20130014309,July,2013,BRIMBANK,Metro
10/07/2013,T20130014315,July,2013,MORELAND,Metro
10/07/2013,T20130014317,July,2013,GREATER GEELONG,Country
10/07/2013,T20130014319,July,2013,MELBOURNE,Metro
10/07/2013,T20130014320,July,2013,MELBOURNE,Metro
10/07/2013,T20130014321,July,2013,HEPBURN,Country
10/07/2013,T20130014322,July,2013,BALLARAT,Country
10/07/2013,T20130014323,July,2013,BAW BAW,Country
10/07/2013,T20130014324,July,2013,KINGSTON,Metro
10/07/2013,T20130014325,July,2013,MARIBYRNONG,Metro
10/07/2013,T20130014329,July,2013,HORSHAM,Country
10/07/2013,T20130014431,July,2013,WHITEHORSE,Metro
10/07/2013,T20130014438,July,2013,STONNINGTON,Metro
10/07/2013,T20130014443,July,2013,STONNINGTON,Metro
10/07/2013,T20130014330,July,2013,HORSHAM,Country
10/07/2013,T20130014334,July,2013,GREATER DANDENONG,Metro
10/07/2013,T20130014335,July,2013,CASEY,Metro
10/07/2013,T20130014337,July,2013,YARRA RANGES,Metro
10/07/2013,T20130014338,July,2013,MAROONDAH,Metro
10/07/2013,T20130014340,July,2013,MACEDON RANGES,Country
10/07/2013,T20130014341,July,2013,CAMPASPE,Country
10/07/2013,T20130014344,July,2013,MELBOURNE,Metro
10/07/2013,T20130014345,July,2013,COLAC OTWAY,Country
10/07/2013,T20130014349,July,2013,MELBOURNE,Metro
10/07/2013,T20130014354,July,2013,DAREBIN,Metro
10/07/2013,T20130014417,July,2013,MELBOURNE,Metro
10/07/2013,T20130014264,July,2013,BANYULE,Metro
10/07/2013,T20130014266,July,2013,GLEN EIRA,Metro
10/07/2013,T20130014269,July,2013,BOROONDARA,Metro
10/07/2013,T20130014272,July,2013,MONASH,Metro
10/07/2013,T20130014274,July,2013,MONASH,Metro
10/07/2013,T20130014275,July,2013,CORANGAMITE,Country
10/07/2013,T20130014277,July,2013,MELTON,Metro
10/07/2013,T20130014278,July,2013,DAREBIN,Metro
10/07/2013,T20130014284,July,2013,YARRA RANGES,Metro
10/07/2013,T20130014285,July,2013,BOROONDARA,Metro
10/07/2013,T20130014289,July,2013,MARIBYRNONG,Metro
10/07/2013,T20130014299,July,2013,MANNINGHAM,Metro
10/07/2013,T20130014305,July,2013,MELTON,Metro
10/07/2013,T20130014307,July,2013,CASEY,Metro
10/07/2013,T20130014308,July,2013,HUME,Metro
10/07/2013,T20130014500,July,2013,MELBOURNE,Metro
10/07/2013,T20130014903,July,2013,BRIMBANK,Metro
10/07/2013,T20130014885,July,2013,YARRA,Metro
10/07/2013,T20130014700,July,2013,WHITEHORSE,Metro
10/07/2013,T20130014950,July,2013,WHITEHORSE,Metro
10/07/2013,T20130015273,July,2013,KNOX,Metro
10/07/2013,T20130015142,July,2013,MELBOURNE,Metro
10/07/2013,T20130015546,July,2013,MONASH,Metro
10/07/2013,T20130020188,July,2013,MAROONDAH,Metro
10/07/2013,T20130020303,July,2013,HUME,Metro
10/07/2013,T20140001127,July,2013,NORTHERN GRAMPIANS,Country
11/07/2013,T20130014430,July,2013,MURRINDINDI,Country
11/07/2013,T20130014343,July,2013,KNOX,Metro
11/07/2013,T20130014347,July,2013,BALLARAT,Country
11/07/2013,T20130014350,July,2013,DAREBIN,Metro
11/07/2013,T20130014351,July,2013,WYNDHAM,Metro
11/07/2013,T20130014352,July,2013,DAREBIN,Metro
11/07/2013,T20130014353,July,2013,GREATER DANDENONG,Metro
11/07/2013,T20130014355,July,2013,YARRA RANGES,Metro
11/07/2013,T20130014356,July,2013,WHITTLESEA,Metro
11/07/2013,T20130014357,July,2013,KNOX,Metro
11/07/2013,T20130014358,July,2013,CAMPASPE,Country
11/07/2013,T20130014360,July,2013,CASEY,Metro
11/07/2013,T20130014368,July,2013,MOORABOOL,Country
11/07/2013,T20130014371,July,2013,HUME,Metro
11/07/2013,T20130014381,July,2013,PYRENEES,Country
11/07/2013,T20130014382,July,2013,BALLARAT,Country
11/07/2013,T20130014384,July,2013,BRIMBANK,Metro
11/07/2013,T20130014385,July,2013,MELBOURNE,Metro
11/07/2013,T20130014387,July,2013,GREATER DANDENONG,Metro
11/07/2013,T20130014389,July,2013,STONNINGTON,Metro
11/07/2013,T20130014392,July,2013,MARIBYRNONG,Metro
11/07/2013,T20130014397,July,2013,FRANKSTON,Metro
11/07/2013,T20130014406,July,2013,BRIMBANK,Metro
11/07/2013,T20130014415,July,2013,GREATER DANDENONG,Metro
11/07/2013,T20130014420,July,2013,STONNINGTON,Metro
11/07/2013,T20130014680,July,2013,MOIRA,Country
11/07/2013,T20130014493,July,2013,MILDURA,Country
11/07/2013,T20130014507,July,2013,KINGSTON,Metro
11/07/2013,T20130014548,July,2013,DAREBIN,Metro
11/07/2013,T20130014579,July,2013,YARRA RANGES,Metro
11/07/2013,T20130015382,July,2013,MANSFIELD,Country
11/07/2013,T20130015593,July,2013,YARRA RANGES,Metro
11/07/2013,T20130018113,July,2013,NORTHERN GRAMPIANS,Country
12/07/2013,T20130014435,July,2013,MELBOURNE,Metro
12/07/2013,T20130014437,July,2013,MELBOURNE,Metro
12/07/2013,T20130014445,July,2013,MARIBYRNONG,Metro
12/07/2013,T20130014449,July,2013,WHITTLESEA,Metro
12/07/2013,T20130014453,July,2013,BALLARAT,Country
12/07/2013,T20130014455,July,2013,BRIMBANK,Metro
12/07/2013,T20130014458,July,2013,GREATER DANDENONG,Metro
12/07/2013,T20130014462,July,2013,BALLARAT,Country
12/07/2013,T20130014466,July,2013,WHITEHORSE,Metro
12/07/2013,T20130014401,July,2013,GLEN EIRA,Metro
12/07/2013,T20130014404,July,2013,PYRENEES,Country
12/07/2013,T20130014410,July,2013,BRIMBANK,Metro
12/07/2013,T20130014412,July,2013,WANGARATTA,Country
12/07/2013,T20130014416,July,2013,MORNINGTON PENINSULA,Metro
12/07/2013,T20130014422,July,2013,MORELAND,Metro
12/07/2013,T20130014423,July,2013,FRANKSTON,Metro
12/07/2013,T20130014426,July,2013,MELBOURNE,Metro
12/07/2013,T20130014427,July,2013,GREATER BENDIGO,Country
12/07/2013,T20130014428,July,2013,YARRA RANGES,Metro
12/07/2013,T20130014467,July,2013,YARRA RANGES,Metro
12/07/2013,T20130014469,July,2013,GREATER GEELONG,Country
12/07/2013,T20130014480,July,2013,FRANKSTON,Metro
12/07/2013,T20130014498,July,2013,KNOX,Metro
12/07/2013,T20130014541,July,2013,MOONEE VALLEY,Metro
12/07/2013,T20130014547,July,2013,GREATER GEELONG,Country
12/07/2013,T20130016817,July,2013,HORSHAM,Country
12/07/2013,T20140011188,July,2013,GREATER DANDENONG,Metro
13/07/2013,T20130014472,July,2013,WYNDHAM,Metro
13/07/2013,T20130014473,July,2013,SOUTHERN GRAMPIANS,Country
13/07/2013,T20130014477,July,2013,ALPINE,Country
13/07/2013,T20130014484,July,2013,GREATER DANDENONG,Metro
13/07/2013,T20130014489,July,2013,LATROBE,Country
13/07/2013,T20130014492,July,2013,BRIMBANK,Metro
13/07/2013,T20130014496,July,2013,YARRA RANGES,Metro
13/07/2013,T20130014499,July,2013,WHITEHORSE,Metro
13/07/2013,T20130014502,July,2013,YARRA,Metro
13/07/2013,T20130014503,July,2013,WELLINGTON,Country
13/07/2013,T20130014504,July,2013,MANNINGHAM,Metro
13/07/2013,T20130014505,July,2013,MELBOURNE,Metro
13/07/2013,T20130014508,July,2013,BOROONDARA,Metro
13/07/2013,T20130014515,July,2013,MILDURA,Country
13/07/2013,T20130014518,July,2013,EAST GIPPSLAND,Country
13/07/2013,T20130014519,July,2013,BAYSIDE,Metro
13/07/2013,T20130014521,July,2013,FRANKSTON,Metro
13/07/2013,T20130014522,July,2013,YARRA RANGES,Metro
13/07/2013,T20130014530,July,2013,HUME,Metro
13/07/2013,T20130014531,July,2013,HUME,Metro
13/07/2013,T20130014533,July,2013,YARRA,Metro
13/07/2013,T20130014536,July,2013,BRIMBANK,Metro
13/07/2013,T20130014537,July,2013,MOYNE,Country
13/07/2013,T20130014540,July,2013,CASEY,Metro
13/07/2013,T20130014543,July,2013,BOROONDARA,Metro
13/07/2013,T20130014545,July,2013,MELBOURNE,Metro
13/07/2013,T20130014546,July,2013,MORNINGTON PENINSULA,Metro
13/07/2013,T20130014550,July,2013,MOONEE VALLEY,Metro
13/07/2013,T20130014551,July,2013,GLEN EIRA,Metro
13/07/2013,T20130014558,July,2013,GREATER BENDIGO,Country
13/07/2013,T20130014566,July,2013,LATROBE,Country
